0.999966	3.60191e-19	0.00824991	-2.70493e-20	
0.999966	-6.97117e-07	0.00825442	1.62282e-06	
0.999966	-3.41341e-06	0.0082692	7.98785e-06	
0.999966	-5.44876e-06	0.00828002	1.27688e-05	
0.999966	-5.44876e-06	0.00828002	1.27688e-05	
0.999966	-8.08695e-06	0.00829408	1.89732e-05	
0.999965	-2.15574e-05	0.00836884	5.07242e-05	
0.999963	-5.92763e-05	0.00862002	0.000139921	
0.999998	-6.3106e-05	0.00206636	0.000179521	
1	-6.49768e-05	-0.000170776	0.000193275	
1	-6.57605e-05	-0.000170783	0.000193277	
1	-6.64407e-05	-0.000170785	0.00019328	
1	-6.73956e-05	-0.000170788	0.000193282	
1	-6.87126e-05	-0.000170793	0.000193284	
1	-6.99694e-05	-0.000170798	0.000193285	
1	-7.10901e-05	-0.000170802	0.000193284	
1	-7.29818e-05	-0.000170811	0.000193282	
1	-7.55448e-05	-0.000170823	0.000193278	
1	-7.72e-05	-0.000170831	0.000193274	
1	-8.1992e-05	-0.000170874	0.000193358	
0.999999	-9.66166e-05	-0.00120234	0.000206978	
0.999997	-0.000116345	-0.00229	0.000238486	
0.999996	-0.000125236	-0.00288409	0.000260028	
0.999994	-0.000139213	-0.00359021	0.000301485	
0.999992	-0.000153989	-0.00404825	0.000353637	
0.999991	-0.000175124	-0.00413993	0.000440861	
0.999992	-0.000192013	-0.0038397	0.000520013	
0.999995	-0.000209831	-0.00322562	0.000610667	
0.999997	-0.000228666	-0.00229751	0.000712721	
0.999999	-0.00024862	-0.00105449	0.000826083	
0.999999	-0.00026823	-0.00104973	0.000826122	
0.999999	-0.000281671	-0.00104645	0.000826142	
0.999999	-0.000290741	-0.00104314	0.000826157	
0.999999	-0.000304136	-0.00103803	0.000826177	
0.999999	-0.000317567	-0.00103275	0.000826198	
0.999999	-0.000326574	-0.00102913	0.000826211	
0.999999	-0.000344724	-0.00102168	0.000826239	
0.999999	-0.000358456	-0.0010159	0.00082626	
0.999999	-0.00037229	-0.00100997	0.000826281	
0.999999	-0.000386223	-0.00100389	0.000826303	
0.999999	-0.000404952	-0.000995553	0.000826332	
0.999999	-0.000419109	-0.000989139	0.000826354	
0.999999	-0.000428599	-0.000984787	0.000826369	
0.999999	-0.00044291	-0.000978149	0.000826391	
0.999999	-0.0004525	-0.000973652	0.000826406	
0.999999	-0.000471798	-0.00096449	0.000826436	
0.999999	-0.000491247	-0.000955112	0.000826467	
0.999999	-0.00050593	-0.000947942	0.00082649	
0.999999	-0.000525633	-0.000938207	0.000826521	
0.999999	-0.000545473	-0.000928279	0.000826552	
0.999999	-0.000565446	-0.000918165	0.000826584	
0.999999	-0.00057548	-0.000913041	0.000826599	
0.999999	-0.000595642	-0.000902663	0.000826632	
0.999999	-0.000610843	-0.000894769	0.000826656	
0.999999	-0.000621013	-0.000889455	0.000826672	
0.999999	-0.000641439	-0.000878709	0.000826705	
0.999999	-0.000661972	-0.000867809	0.000826737	
