-0.0938639	-0.167	0.860148	0	-8.55972e-20	0	1.50927e-20	6.76062e-19	-0.87	1.4565	1	-6.00399e-20	7.19912e-19	-0.87	1.4565	1	
-0.093865	-0.167001	0.860145	3.76065e-07	2.18607e-05	-1.99273e-07	-4.58469e-06	2.09204e-06	-0.870031	1.45651	1.00001	2.88094e-06	-1.16818e-06	-0.870031	1.45651	1.00001	
-0.0938698	-0.167005	0.86013	1.56605e-06	0.000112167	-1.08352e-06	-2.20264e-05	1.03663e-05	-0.870159	1.45654	1.00004	1.44648e-05	-5.61259e-06	-0.870159	1.45654	1.00004	
-0.0938736	-0.167009	0.860118	2.38613e-06	0.000182049	-1.79457e-06	-3.50182e-05	1.66485e-05	-0.870259	1.45657	1.00006	2.32388e-05	-8.89535e-06	-0.870259	1.45657	1.00007	
-0.0938736	-0.167009	0.860118	2.38613e-06	0.000182049	-1.79457e-06	-3.50182e-05	1.66485e-05	-0.870259	1.45657	1.00006	2.32388e-05	-8.89535e-06	-0.870259	1.45657	1.00007	
-0.0938786	-0.167013	0.860103	3.40124e-06	0.000274532	-2.75844e-06	-5.1821e-05	2.48712e-05	-0.870391	1.45661	1.00009	3.46737e-05	-1.31097e-05	-0.870391	1.4566	1.0001	
-0.0939058	-0.167035	0.860014	8.09941e-06	0.000772122	-8.24003e-06	-0.000137428	6.80029e-05	-0.871113	1.45682	1.00024	9.36736e-05	-3.40965e-05	-0.871112	1.45681	1.00027	
-0.0939906	-0.1671	0.859691	1.87768e-05	0.00237577	-2.80504e-05	-0.000378341	0.000198701	-0.873506	1.45764	1.00068	0.000261799	-8.87079e-05	-0.8735	1.45758	1.00078	
-0.0937774	-0.167104	0.858635	4.26365e-05	0.00244791	-7.03311e-05	-0.000387122	0.00024565	-0.873927	1.46082	0.985237	0.000316357	-5.59135e-05	-0.873771	1.46063	0.984827	
-0.0938372	-0.167106	0.856807	-2.65716e-05	0.00364926	-0.000105251	-0.00031782	0.000282863	-0.878021	1.46626	0.978376	0.000412622	-2.6275e-05	-0.877822	1.466	0.977832	
-0.0941335	-0.167107	0.853059	-0.000181869	0.0051959	-0.000174192	-0.000162231	0.000351549	-0.886524	1.47753	0.974061	0.000567709	3.9653e-05	-0.886319	1.47719	0.973588	
-0.0943711	-0.167108	0.849883	-0.000297468	0.00617545	-0.000232288	-4.64494e-05	0.000409111	-0.893346	1.48706	0.970369	0.000683171	9.51188e-05	-0.893134	1.48666	0.969952	
-0.0946717	-0.167109	0.845675	-0.000433461	0.00721671	-0.000307001	8.97361e-05	0.000482817	-0.902069	1.49965	0.965471	0.000819008	0.00016623	-0.901845	1.49917	0.96512	
-0.0950355	-0.167109	0.840278	-0.000582339	0.00817202	-0.000398701	0.000238788	0.000572944	-0.912788	1.5157	0.959181	0.000967729	0.000253296	-0.912548	1.51513	0.958907	
-0.0953387	-0.167109	0.835492	-0.00069316	0.00869802	-0.000475923	0.000349702	0.000648668	-0.921895	1.52986	0.9536	0.00107845	0.000326532	-0.921638	1.52921	0.953386	
-0.0955798	-0.167108	0.831473	-0.000772604	0.00892949	-0.000537686	0.000429184	0.000709171	-0.929274	1.54169	0.948918	0.00115783	0.000385095	-0.929003	1.54098	0.948749	
-0.0959364	-0.167107	0.82513	-0.000875946	0.00894524	-0.000629442	0.000532523	0.000799021	-0.940474	1.56026	0.941537	0.00126113	0.000472125	-0.94018	1.55946	0.94143	
-0.0963406	-0.167104	0.817253	-0.000972435	0.00844239	-0.000733753	0.000628912	0.000901165	-0.953703	1.58313	0.932396	0.00135764	0.000571129	-0.953379	1.58224	0.932354	
-0.0965637	-0.167102	0.812522	-0.00101619	0.00789784	-0.000791427	0.000672567	0.000957643	-0.961327	1.59677	0.926924	0.00140145	0.000625886	-0.960985	1.59583	0.926913	
-0.0965667	-0.167094	0.810099	-0.001035	0.00768342	-0.000827596	0.000691084	0.000985282	-0.965153	1.60377	0.923967	0.00142039	0.000652627	-0.964797	1.6028	0.923975	
-0.0962071	-0.167074	0.809926	-0.00103935	0.00808117	-0.000851396	0.000681425	0.000985495	-0.965199	1.60436	0.920947	0.00145146	0.000645929	-0.964812	1.60334	0.92099	
-0.0957839	-0.167055	0.809756	-0.00103649	0.00848928	-0.000876087	0.000629677	0.000994637	-0.965153	1.60498	0.91766	0.00151089	0.000629469	-0.964738	1.60389	0.917776	
-0.0954913	-0.167039	0.809673	-0.00103703	0.00876462	-0.000892447	0.000589501	0.00099706	-0.965085	1.60531	0.915722	0.00155409	0.000626845	-0.96467	1.60419	0.915946	
-0.0950721	-0.167013	0.809573	-0.0010408	0.00917838	-0.000917172	0.000512254	0.00100165	-0.964998	1.60573	0.913256	0.00164013	0.000621516	-0.964601	1.60455	0.91369	
-0.0946866	-0.166985	0.809503	-0.00104226	0.00959261	-0.00094267	0.000408591	0.00100793	-0.964944	1.60606	0.911296	0.00174522	0.000615075	-0.964566	1.60479	0.912082	
-0.0942142	-0.166943	0.809461	-0.00103062	0.0101471	-0.000978562	0.000219757	0.00101981	-0.964912	1.60634	0.909569	0.00190719	0.000605292	-0.964516	1.6049	0.911187	
-0.0938695	-0.16691	0.80948	-0.00101989	0.0105653	-0.00100604	4.77627e-05	0.00103087	-0.964888	1.60642	0.909071	0.00205422	0.000596297	-0.964477	1.60483	0.9114	
-0.0935315	-0.166874	0.809539	-0.00100789	0.0109855	-0.00103401	-0.000149788	0.00104357	-0.964863	1.60638	0.909223	0.00222307	0.000585962	-0.964438	1.60463	0.912365	
-0.0932001	-0.166836	0.809638	-0.000994668	0.0114076	-0.00106247	-0.000372651	0.00105787	-0.964838	1.60624	0.910022	0.00241364	0.000574295	-0.964398	1.60431	0.914082	
-0.0928753	-0.166796	0.809777	-0.000980424	0.0118316	-0.00109138	-0.000620421	0.00107376	-0.964813	1.60598	0.911468	0.00262598	0.00056129	-0.964357	1.60386	0.916554	
-0.0925467	-0.166739	0.809956	-0.000832217	0.0122701	-0.00114333	-0.00104836	0.00110457	-0.964805	1.60563	0.913557	0.00247711	0.000574693	-0.96431	1.6039	0.916036	
-0.0923301	-0.1667	0.810098	-0.000760566	0.0125643	-0.00117652	-0.00131413	0.00112315	-0.964796	1.60533	0.915298	0.00240497	0.000581189	-0.964282	1.60393	0.915693	
-0.092078	-0.166686	0.810111	-0.000795025	0.0128707	-0.00119289	-0.00127996	0.0011202	-0.964786	1.60538	0.914945	0.00243902	0.000578244	-0.96427	1.60396	0.915348	
-0.0916965	-0.166664	0.810131	-0.000791581	0.0133334	-0.00122113	-0.00128381	0.00112055	-0.964776	1.60546	0.914417	0.00243495	0.000578613	-0.964244	1.60401	0.914819	
-0.0913111	-0.166641	0.81015	-0.000778568	0.0138009	-0.00125017	-0.00129726	0.00112175	-0.964767	1.60553	0.913885	0.00242129	0.000579847	-0.964217	1.60407	0.914283	
-0.091052	-0.166626	0.810163	-0.000769419	0.0141152	-0.00126967	-0.00130672	0.0011226	-0.964762	1.60559	0.913527	0.00241168	0.000580713	-0.964199	1.6041	0.913923	
-0.0905288	-0.166595	0.810189	-0.000751448	0.0147498	-0.00130893	-0.00132534	0.00112428	-0.96475	1.60569	0.912805	0.00239277	0.000582421	-0.964162	1.60417	0.913197	
-0.090132	-0.166572	0.810209	-0.000738489	0.0152311	-0.00133857	-0.00133882	0.00112549	-0.964741	1.60577	0.912256	0.00237906	0.000583658	-0.964134	1.60422	0.912646	
-0.0897315	-0.166549	0.810228	-0.000726081	0.0157168	-0.00136838	-0.00135179	0.00112665	-0.964732	1.60585	0.911703	0.00236587	0.000584849	-0.964105	1.60427	0.912091	
-0.0893275	-0.166525	0.810248	-0.000714291	0.0162068	-0.00139834	-0.00136417	0.00112777	-0.964722	1.60592	0.911144	0.00235327	0.000585988	-0.964077	1.60433	0.911531	
-0.0887834	-0.166493	0.810274	-0.000699634	0.0168666	-0.00143851	-0.00137966	0.00112916	-0.964709	1.60603	0.910392	0.00233747	0.000587415	-0.964039	1.6044	0.910778	
-0.0883714	-0.166469	0.810293	-0.000689496	0.0173663	-0.0014688	-0.00139046	0.00113013	-0.964699	1.60611	0.909821	0.00232644	0.000588413	-0.96401	1.60445	0.910208	
-0.0880949	-0.166454	0.810306	-0.000683165	0.0177016	-0.00148907	-0.00139726	0.00113074	-0.964692	1.60617	0.909439	0.00231949	0.000589041	-0.963991	1.60449	0.909826	
-0.0876775	-0.166429	0.810325	-0.000674325	0.0182078	-0.00151957	-0.00140682	0.00113159	-0.964681	1.60625	0.90886	0.0023097	0.000589928	-0.963961	1.60455	0.909249	
-0.0873974	-0.166413	0.810338	-0.000668879	0.0185474	-0.00153998	-0.00141277	0.00113213	-0.964674	1.6063	0.908472	0.0023036	0.00059048	-0.963942	1.60458	0.908862	
-0.0868332	-0.166381	0.810364	-0.000659072	0.0192316	-0.00158095	-0.00142362	0.0011331	-0.964659	1.60641	0.90769	0.00229243	0.000591492	-0.963903	1.60466	0.908083	
-0.0862636	-0.166348	0.810389	-0.000650715	0.0199222	-0.00162213	-0.00143309	0.00113395	-0.964644	1.60652	0.906901	0.00228265	0.00059238	-0.963863	1.60473	0.907297	
-0.0858331	-0.166323	0.810408	-0.000645389	0.0204443	-0.00165315	-0.0014393	0.0011345	-0.964632	1.60661	0.906304	0.00227621	0.000592966	-0.963834	1.60479	0.906703	
-0.0852546	-0.16629	0.810433	-0.000639515	0.0211456	-0.00169468	-0.0014464	0.00113514	-0.964616	1.60672	0.905501	0.0022688	0.000593641	-0.963794	1.60486	0.905906	
-0.0846713	-0.166257	0.810458	-0.000634998	0.0218528	-0.0017364	-0.00145221	0.00113566	-0.9646	1.60683	0.904691	0.00226267	0.000594201	-0.963754	1.60494	0.905102	
