# {"t_start": 1551044220.6867971, "env_id": "MyBulletCartPole-v0"} 
r,l,t30.0,30,1.174036
19.0,19,1.191528
11.0,11,1.202299
10.0,10,1.213073
28.0,28,1.237033
11.0,11,1.24709
17.0,17,1.262798
38.0,38,1.29499
34.0,34,1.326142
31.0,31,1.353972
22.0,22,1.373971
10.0,10,1.382933
13.0,13,1.394322
31.0,31,1.422652
32.0,32,1.449911
29.0,29,1.473857
22.0,22,1.494798
13.0,13,1.507045
19.0,19,1.523706
21.0,21,1.54097
44.0,44,1.578918
26.0,26,1.602543
14.0,14,1.615363
22.0,22,1.635832
51.0,51,1.680726
18.0,18,1.696546
16.0,16,1.709906
10.0,10,1.719691
8.0,8,1.726873
43.0,43,1.765712
38.0,38,1.798198
35.0,35,1.828757
20.0,20,1.847863
15.0,15,1.861651
26.0,26,1.881936
14.0,14,1.895799
11.0,11,1.906422
26.0,26,1.928972
46.0,46,1.971556
24.0,24,1.99221
23.0,23,2.013117
63.0,63,2.069219
19.0,19,2.085323
20.0,20,2.103367
38.0,38,2.136345
38.0,38,2.167959
11.0,11,2.177697
18.0,18,2.193259
27.0,27,2.216697
27.0,27,2.241445
11.0,11,2.250878
12.0,12,2.261366
13.0,13,2.273694
14.0,14,2.286427
14.0,14,2.298357
35.0,35,2.328702
10.0,10,2.339428
22.0,22,2.359586
14.0,14,2.373707
14.0,14,2.387471
11.0,11,2.39751
18.0,18,2.414157
12.0,12,2.423694
11.0,11,2.434369
11.0,11,2.444099
41.0,41,2.479589
14.0,14,2.492627
22.0,22,2.510466
18.0,18,2.526138
14.0,14,2.53906
16.0,16,2.551366
41.0,41,2.585656
15.0,15,2.598128
28.0,28,2.622256
17.0,17,2.638131
24.0,24,2.659507
12.0,12,2.669768
16.0,16,2.684895
10.0,10,2.69395
21.0,21,2.71299
12.0,12,2.7245
15.0,15,2.739615
33.0,33,2.7679
16.0,16,2.783114
16.0,16,2.798238
9.0,9,2.807469
9.0,9,2.815489
18.0,18,2.829543
30.0,30,2.85611
45.0,45,2.893725
17.0,17,2.908215
22.0,22,2.927958
15.0,15,2.941252
16.0,16,2.955679
50.0,50,3.233893
19.0,19,3.25149
9.0,9,3.259152
11.0,11,3.269782
21.0,21,3.289599
20.0,20,3.306278
31.0,31,3.333315
32.0,32,3.361652
28.0,28,3.38729
53.0,53,3.433216
18.0,18,3.448992
18.0,18,3.463096
16.0,16,3.478239
13.0,13,3.48982
25.0,25,3.512563
29.0,29,3.53563
10.0,10,3.544038
12.0,12,3.555349
11.0,11,3.564749
12.0,12,3.575361
17.0,17,3.589296
10.0,10,3.600632
12.0,12,3.612336
18.0,18,3.627458
19.0,19,3.645199
17.0,17,3.660171
33.0,33,3.689131
20.0,20,3.706867
10.0,10,3.715704
33.0,33,3.74497
17.0,17,3.759222
39.0,39,3.790874
15.0,15,3.804436
12.0,12,3.816285
21.0,21,3.834312
21.0,21,3.853137
40.0,40,3.887811
10.0,10,3.897722
16.0,16,3.910966
14.0,14,3.923873
10.0,10,3.932812
22.0,22,3.952437
11.0,11,3.963194
33.0,33,3.993847
17.0,17,4.009427
27.0,27,4.031599
25.0,25,4.053667
10.0,10,4.062489
18.0,18,4.079044
16.0,16,4.092495
42.0,42,4.129056
24.0,24,4.149201
21.0,21,4.167084
11.0,11,4.177324
19.0,19,4.194572
12.0,12,4.205655
13.0,13,4.216352
15.0,15,4.23005
14.0,14,4.243454
32.0,32,4.271339
23.0,23,4.292371
14.0,14,4.304905
29.0,29,4.330256
17.0,17,4.345289
20.0,20,4.363585
18.0,18,4.378349
21.0,21,4.395898
21.0,21,4.416542
35.0,35,4.447216
9.0,9,4.454687
15.0,15,4.469294
19.0,19,4.486946
17.0,17,4.501578
13.0,13,4.512967
11.0,11,4.524316
27.0,27,4.547749
28.0,28,4.572219
16.0,16,4.586286
16.0,16,4.601324
42.0,42,4.637346
27.0,27,4.659509
15.0,15,4.672156
10.0,10,4.681037
9.0,9,4.690123
20.0,20,4.70816
25.0,25,4.729995
11.0,11,4.740675
9.0,9,4.749771
12.0,12,4.761087
43.0,43,4.79923
10.0,10,4.808208
15.0,15,4.820056
9.0,9,4.828854
20.0,20,4.847239
21.0,21,4.868348
25.0,25,4.889924
17.0,17,4.905002
22.0,22,4.925409
23.0,23,4.945944
10.0,10,4.954939
11.0,11,4.96617
53.0,53,5.010649
10.0,10,5.171488
26.0,26,5.19487
14.0,14,5.208511
16.0,16,5.223344
21.0,21,5.243086
31.0,31,5.269429
17.0,17,5.284727
25.0,25,5.306853
19.0,19,5.324296
53.0,53,5.367808
24.0,24,5.388899
8.0,8,5.395322
19.0,19,5.41117
11.0,11,5.420625
55.0,55,5.466519
38.0,38,5.498485
15.0,15,5.511257
38.0,38,5.54361
25.0,25,5.565104
17.0,17,5.582115
22.0,22,5.602227
17.0,17,5.617764
44.0,44,5.655201
36.0,36,5.687178
9.0,9,5.696271
21.0,21,5.714513
20.0,20,5.731119
52.0,52,5.77698
15.0,15,5.790612
28.0,28,5.814984
15.0,15,5.829885
9.0,9,5.838017
18.0,18,5.854301
18.0,18,5.870093
20.0,20,5.887345
13.0,13,5.897344
30.0,30,5.922447
54.0,54,5.968573
48.0,48,6.010034
9.0,9,6.017707
14.0,14,6.030532
19.0,19,6.04773
40.0,40,6.082935
16.0,16,6.096494
23.0,23,6.116947
8.0,8,6.12344
31.0,31,6.150665
18.0,18,6.166021
29.0,29,6.190721
52.0,52,6.23177
16.0,16,6.245535
45.0,45,6.282636
51.0,51,6.32737
15.0,15,6.339848
15.0,15,6.352977
54.0,54,6.39578
19.0,19,6.413453
13.0,13,6.425689
68.0,68,6.484003
14.0,14,6.495832
35.0,35,6.525376
37.0,37,6.556256
35.0,35,6.586344
16.0,16,6.600612
22.0,22,6.62091
26.0,26,6.641628
28.0,28,6.665762
13.0,13,6.677216
35.0,35,6.708085
28.0,28,6.733064
35.0,35,6.762751
28.0,28,6.786784
18.0,18,6.802619
16.0,16,6.817221
24.0,24,6.837639
14.0,14,6.849278
11.0,11,6.85999
36.0,36,6.891595
31.0,31,6.918285
8.0,8,6.926745
14.0,14,6.939399
17.0,17,7.107143
11.0,11,7.118243
14.0,14,7.132145
18.0,18,7.150986
18.0,18,7.167395
21.0,21,7.186325
8.0,8,7.194758
30.0,30,7.219948
34.0,34,7.248437
39.0,39,7.281988
16.0,16,7.295657
15.0,15,7.308079
14.0,14,7.320784
20.0,20,7.337786
12.0,12,7.349685
22.0,22,7.36765
27.0,27,7.390752
16.0,16,7.404723
13.0,13,7.416078
14.0,14,7.42781
36.0,36,7.459902
13.0,13,7.471282
15.0,15,7.485001
28.0,28,7.507871
53.0,53,7.554566
11.0,11,7.56408
18.0,18,7.579853
24.0,24,7.599038
22.0,22,7.618936
37.0,37,7.650575
17.0,17,7.664925
12.0,12,7.675669
13.0,13,7.686548
17.0,17,7.70185
10.0,10,7.710831
11.0,11,7.720389
14.0,14,7.732501
33.0,33,7.760311
46.0,46,7.799019
29.0,29,7.823724
12.0,12,7.834854
27.0,27,7.856861
36.0,36,7.886834
26.0,26,7.908057
26.0,26,7.931347
18.0,18,7.947933
27.0,27,7.970736
12.0,12,7.981719
51.0,51,8.024318
28.0,28,8.048404
13.0,13,8.059844
27.0,27,8.082698
26.0,26,8.107488
39.0,39,8.141444
71.0,71,8.202735
12.0,12,8.212631
34.0,34,8.242112
40.0,40,8.276442
28.0,28,8.300051
13.0,13,8.312115
16.0,16,8.325533
41.0,41,8.359203
63.0,63,8.413899
12.0,12,8.424152
31.0,31,8.452125
103.0,103,8.536411
11.0,11,8.547978
24.0,24,8.568803
20.0,20,8.587247
15.0,15,8.600289
53.0,53,8.645088
30.0,30,8.671323
16.0,16,8.685147
12.0,12,8.695488
11.0,11,8.70682
11.0,11,8.715533
10.0,10,8.724465
50.0,50,8.765901
22.0,22,8.783336
50.0,50,8.824168
17.0,17,8.84095
13.0,13,8.851384
16.0,16,8.864369
32.0,32,9.045357
17.0,17,9.060474
40.0,40,9.095108
26.0,26,9.117166
25.0,25,9.141082
34.0,34,9.170527
18.0,18,9.187095
31.0,31,9.212565
30.0,30,9.237989
40.0,40,9.271831
17.0,17,9.285877
15.0,15,9.300145
22.0,22,9.320134
26.0,26,9.341772
26.0,26,9.364722
57.0,57,9.414157
65.0,65,9.466587
16.0,16,9.480093
42.0,42,9.514372
14.0,14,9.527242
76.0,76,9.589804
51.0,51,9.632417
18.0,18,9.648307
28.0,28,9.671968
26.0,26,9.694594
49.0,49,9.735277
10.0,10,9.745285
32.0,32,9.77148
37.0,37,9.803598
21.0,21,9.821849
13.0,13,9.83353
28.0,28,9.856896
23.0,23,9.875402
45.0,45,9.914242
16.0,16,9.927838
13.0,13,9.939968
14.0,14,9.95374
39.0,39,9.98696
14.0,14,9.999396
73.0,73,10.063944
44.0,44,10.102856
38.0,38,10.133897
48.0,48,10.170245
12.0,12,10.181521
27.0,27,10.205234
17.0,17,10.220604
27.0,27,10.244863
26.0,26,10.267601
35.0,35,10.298844
11.0,11,10.309565
19.0,19,10.325093
41.0,41,10.359451
64.0,64,10.411712
28.0,28,10.435739
55.0,55,10.482977
14.0,14,10.495121
23.0,23,10.514497
12.0,12,10.525208
14.0,14,10.537103
26.0,26,10.558305
13.0,13,10.5703
22.0,22,10.589121
13.0,13,10.600892
13.0,13,10.611537
30.0,30,10.637899
11.0,11,10.646454
43.0,43,10.68358
24.0,24,10.70384
44.0,44,10.740678
32.0,32,10.767174
37.0,37,10.955592
20.0,20,10.976331
15.0,15,10.988977
31.0,31,11.017114
22.0,22,11.035722
46.0,46,11.07555
52.0,52,11.118963
56.0,56,11.166624
73.0,73,11.227314
15.0,15,11.240898
13.0,13,11.252902
24.0,24,11.273759
37.0,37,11.304989
53.0,53,11.349383
12.0,12,11.358966
28.0,28,11.381117
39.0,39,11.413999
56.0,56,11.46226
54.0,54,11.505569
18.0,18,11.520439
10.0,10,11.529707
11.0,11,11.538387
19.0,19,11.553893
36.0,36,11.584924
81.0,81,11.65331
40.0,40,11.687363
66.0,66,11.740102
17.0,17,11.755455
26.0,26,11.777541
23.0,23,11.798101
17.0,17,11.812662
13.0,13,11.823885
9.0,9,11.831292
47.0,47,11.870929
61.0,61,11.919619
17.0,17,11.935395
