# {"t_start": 1551044220.731029, "env_id": "MyBulletCartPole-v0"} 
r,l,t
200.0,200,749.416133
200.0,200,749.566881
200.0,200,749.718349
200.0,200,749.875113
200.0,200,750.029752
200.0,200,750.330214
200.0,200,750.481042
200.0,200,750.631425
200.0,200,750.782203
200.0,200,750.932487
200.0,200,751.086064
200.0,200,751.237575
200.0,200,751.388564
200.0,200,751.539114
200.0,200,751.690791
200.0,200,751.9921
200.0,200,752.14385
200.0,200,752.295579
200.0,200,752.449003
200.0,200,752.597988
200.0,200,752.749785
200.0,200,752.899967
200.0,200,753.050755
200.0,200,753.202037
200.0,200,753.354848
200.0,200,753.655652
200.0,200,753.806773
200.0,200,753.958906
200.0,200,754.110152
200.0,200,754.261964
200.0,200,754.413489
200.0,200,754.56335
200.0,200,754.715186
200.0,200,754.866669
200.0,200,755.019161
200.0,200,755.169377
200.0,200,755.473269
200.0,200,755.63147
200.0,200,755.783466
200.0,200,755.935462
200.0,200,756.085284
200.0,200,756.235155
200.0,200,756.386592
200.0,200,756.537646
200.0,200,756.690024
200.0,200,756.840292
200.0,200,757.141059
200.0,200,757.291749
200.0,200,757.443362
200.0,200,757.595622
200.0,200,757.7467
200.0,200,757.898869
200.0,200,758.051012
200.0,200,758.200931
200.0,200,758.353503
200.0,200,758.503919
200.0,200,758.804336
200.0,200,758.955826
200.0,200,759.110115
200.0,200,759.269007
200.0,200,759.432705
200.0,200,759.585282
200.0,200,759.738368
200.0,200,759.892355
200.0,200,760.106655
200.0,200,760.28072
200.0,200,760.654382
200.0,200,760.814486
200.0,200,760.967821
200.0,200,761.118847
200.0,200,761.270532
200.0,200,761.421527
200.0,200,761.572437
200.0,200,761.729714
200.0,200,761.880716
200.0,200,762.030382
200.0,200,762.1828
200.0,200,762.48306
200.0,200,762.634671
200.0,200,762.786953
200.0,200,762.937143
200.0,200,763.088847
200.0,200,763.240908
200.0,200,763.39231
200.0,200,763.544446
200.0,200,763.695629
200.0,200,763.845427
200.0,200,764.149304
200.0,200,764.300627
200.0,200,764.452357
200.0,200,764.601928
200.0,200,764.754023
200.0,200,764.904969
200.0,200,765.056641
200.0,200,765.208406
200.0,200,765.359695
200.0,200,765.510242
200.0,200,765.812731
200.0,200,765.963319
200.0,200,766.114367
200.0,200,766.26609
200.0,200,766.415508
200.0,200,766.565596
200.0,200,766.716395
200.0,200,766.867548
200.0,200,767.018893
200.0,200,767.170536
200.0,200,767.477363
200.0,200,767.627527
200.0,200,767.779269
200.0,200,767.931404
200.0,200,768.081382
200.0,200,768.232572
200.0,200,768.383752
200.0,200,768.535951
200.0,200,768.687082
200.0,200,768.837473
200.0,200,768.989435
200.0,200,769.292805
200.0,200,769.442846
200.0,200,769.59318
200.0,200,769.743451
200.0,200,769.895413
200.0,200,770.046926
200.0,200,770.199
200.0,200,770.350759
200.0,200,770.502602
200.0,200,770.653719
200.0,200,770.956392
200.0,200,771.108584
200.0,200,771.259925
200.0,200,771.409691
200.0,200,771.559957
200.0,200,771.710784
200.0,200,771.863049
200.0,200,772.014723
200.0,200,772.16645
200.0,200,772.317295
200.0,200,772.620212
200.0,200,772.770078
200.0,200,772.921417
200.0,200,773.071776
200.0,200,773.224028
200.0,200,773.375618
200.0,200,773.526863
200.0,200,773.679675
200.0,200,773.831202
200.0,200,773.98351
200.0,200,774.284897
200.0,200,774.436558
200.0,200,774.587086
200.0,200,774.739399
200.0,200,774.892227
200.0,200,775.044009
200.0,200,775.197439
200.0,200,775.347256
200.0,200,775.498903
200.0,200,775.649368
200.0,200,775.952084
200.0,200,776.101197
200.0,200,776.25235
200.0,200,776.40525
200.0,200,776.557532
200.0,200,776.707821
200.0,200,776.859476
200.0,200,777.011234
200.0,200,777.163221
200.0,200,777.337152
200.0,200,777.490314
200.0,200,777.792127
200.0,200,777.943381
200.0,200,778.094188
200.0,200,778.246224
200.0,200,778.39715
200.0,200,778.54788
200.0,200,778.700702
200.0,200,778.852132
200.0,200,779.004238
200.0,200,779.155819
200.0,200,779.463774
200.0,200,779.616418
200.0,200,779.772099
200.0,200,779.925562
200.0,200,780.076692
200.0,200,780.228463
200.0,200,780.381184
200.0,200,780.531972
200.0,200,780.682327
200.0,200,780.833534
200.0,200,781.141325
200.0,200,781.293887
200.0,200,781.447132
200.0,200,781.599356
200.0,200,781.751413
200.0,200,781.902493
200.0,200,782.054497
200.0,200,782.205934
200.0,200,782.357525
200.0,200,782.509351
200.0,200,782.818554
200.0,200,782.980353
200.0,200,783.14294
200.0,200,783.305359
200.0,200,783.459769
200.0,200,783.620403
200.0,200,783.77218
200.0,200,783.923228
200.0,200,784.073723
200.0,200,784.224455
200.0,200,784.376089
200.0,200,784.680196
200.0,200,784.831541
200.0,200,784.980469
200.0,200,785.131182
200.0,200,785.282432
200.0,200,785.432391
200.0,200,785.582417
200.0,200,785.734172
200.0,200,785.885623
200.0,200,786.037864
200.0,200,786.341419
200.0,200,786.495309
200.0,200,786.651254
200.0,200,786.810699
200.0,200,786.96803
200.0,200,787.119797
200.0,200,787.272481
200.0,200,787.423536
200.0,200,787.5753
200.0,200,787.727
200.0,200,788.029656
200.0,200,788.180971
200.0,200,788.331312
200.0,200,788.480932
200.0,200,788.630998
200.0,200,788.782342
200.0,200,788.932563
200.0,200,789.082638
200.0,200,789.235034
200.0,200,789.387077
200.0,200,789.689599
200.0,200,789.843146
200.0,200,789.995074
200.0,200,790.147773
200.0,200,790.300221
200.0,200,790.452039
200.0,200,790.602965
200.0,200,790.754614
200.0,200,790.907469
200.0,200,791.058195
200.0,200,791.210107
200.0,200,791.516316
200.0,200,791.667702
200.0,200,791.818323
200.0,200,791.970242
200.0,200,792.121219
200.0,200,792.272196
200.0,200,792.423674
200.0,200,792.575182
200.0,200,792.726871
200.0,200,792.877137
200.0,200,793.179877
200.0,200,793.331706
200.0,200,793.482916
200.0,200,793.635276
200.0,200,793.785616
200.0,200,793.936589
200.0,200,794.087962
200.0,200,794.239313
200.0,200,794.391038
200.0,200,794.539258
200.0,200,794.842474
200.0,200,794.993969
200.0,200,795.145526
200.0,200,795.295681
200.0,200,795.446867
200.0,200,795.598292
200.0,200,795.747921
200.0,200,795.896524
200.0,200,796.048579
200.0,200,796.197289
200.0,200,796.499889
200.0,200,796.652306
200.0,200,796.80205
200.0,200,796.953337
200.0,200,797.104545
200.0,200,797.255449
200.0,200,797.406744
200.0,200,797.557023
200.0,200,797.706665
200.0,200,797.857081
200.0,200,798.006934
200.0,200,798.309285
200.0,200,798.460201
200.0,200,798.614665
200.0,200,798.765712
200.0,200,798.916098
200.0,200,799.066725
200.0,200,799.217583
200.0,200,799.368058
200.0,200,799.518126
200.0,200,799.669236
200.0,200,799.970317
200.0,200,800.122293
200.0,200,800.273074
200.0,200,800.425657
200.0,200,800.576517
200.0,200,800.728891
200.0,200,800.879077
200.0,200,801.030202
200.0,200,801.181433
200.0,200,801.33343
200.0,200,801.638903
200.0,200,801.790225
200.0,200,801.940608
200.0,200,802.092036
200.0,200,802.243017
200.0,200,802.39508
200.0,200,802.546908
200.0,200,802.699086
200.0,200,802.850937
200.0,200,803.002978
200.0,200,803.305259
200.0,200,803.458339
200.0,200,803.610524
200.0,200,803.762016
200.0,200,803.913822
200.0,200,804.065196
200.0,200,804.216993
200.0,200,804.367488
200.0,200,804.519252
200.0,200,804.670954
200.0,200,804.821634
200.0,200,805.130913
200.0,200,805.279877
200.0,200,805.432458
200.0,200,805.583182
200.0,200,805.7344
200.0,200,805.886184
200.0,200,806.03737
200.0,200,806.188171
200.0,200,806.338278
200.0,200,806.489705
200.0,200,806.790668
200.0,200,806.941333
200.0,200,807.091461
200.0,200,807.242946
200.0,200,807.405516
200.0,200,807.555488
200.0,200,807.705993
200.0,200,807.855532
200.0,200,808.007403
200.0,200,808.159559
200.0,200,808.465031
200.0,200,808.615896
200.0,200,808.765535
200.0,200,808.916782
200.0,200,809.067243
200.0,200,809.218962
200.0,200,809.370755
200.0,200,809.520832
200.0,200,809.671578
200.0,200,809.822415
200.0,200,810.14458
200.0,200,810.295352
200.0,200,810.447908
200.0,200,810.600054
200.0,200,810.751135
200.0,200,810.904254
200.0,200,811.055094
200.0,200,811.206218
200.0,200,811.357261
200.0,200,811.509877
200.0,200,811.660649
200.0,200,811.963459
200.0,200,812.115785
200.0,200,812.266151
200.0,200,812.417494
200.0,200,812.569317
200.0,200,812.721216
200.0,200,812.872845
200.0,200,813.025015
200.0,200,813.177162
200.0,200,813.330175
200.0,200,813.631503
200.0,200,813.782541
200.0,200,813.933391
200.0,200,814.084306
200.0,200,814.235195
200.0,200,814.384986
200.0,200,814.538458
200.0,200,814.689182
200.0,200,814.840452
200.0,200,814.992231
200.0,200,815.293814
200.0,200,815.446305
200.0,200,815.598238
200.0,200,815.748005
200.0,200,815.898414
200.0,200,816.049471
200.0,200,816.200713
200.0,200,816.351401
200.0,200,816.503107
200.0,200,816.654
200.0,200,816.957822
200.0,200,817.109226
200.0,200,817.261057
200.0,200,817.41337
200.0,200,817.56467
200.0,200,817.716063
200.0,200,817.866822
200.0,200,818.018931
200.0,200,818.171277
200.0,200,818.322389
200.0,200,818.626136
200.0,200,818.775411
200.0,200,818.925112
200.0,200,819.075102
200.0,200,819.226005
200.0,200,819.377574
200.0,200,819.527564
200.0,200,819.67944
200.0,200,819.829861
200.0,200,819.981822
200.0,200,820.135244
200.0,200,820.440232
200.0,200,820.593382
200.0,200,820.74502
200.0,200,820.896716
200.0,200,821.049203
200.0,200,821.202394
200.0,200,821.354127
200.0,200,821.505863
200.0,200,821.657009
200.0,200,821.807905
200.0,200,822.109066
200.0,200,822.260016
200.0,200,822.411925
200.0,200,822.563628
200.0,200,822.715576
200.0,200,822.864737
200.0,200,823.013346
200.0,200,823.163459
200.0,200,823.314142
200.0,200,823.464567
200.0,200,823.765915
200.0,200,823.917853
200.0,200,824.069511
200.0,200,824.222037
200.0,200,824.375238
200.0,200,824.526197
200.0,200,824.677812
200.0,200,824.829152
200.0,200,824.979831
200.0,200,825.132725
200.0,200,825.437997
200.0,200,825.589417
200.0,200,825.740684
200.0,200,825.892793
200.0,200,826.04351
200.0,200,826.194948
200.0,200,826.345375
200.0,200,826.496518
200.0,200,826.647475
200.0,200,826.796317
200.0,200,826.947218
200.0,200,827.249772
200.0,200,827.401504
200.0,200,827.552963
200.0,200,827.704058
200.0,200,827.856176
200.0,200,828.006919
200.0,200,828.15789
200.0,200,828.309625
200.0,200,828.461277
200.0,200,828.612159
200.0,200,828.917913
200.0,200,829.072987
200.0,200,829.228848
200.0,200,829.382012
200.0,200,829.532969
200.0,200,829.684687
200.0,200,829.837435
200.0,200,829.989322
200.0,200,830.141465
200.0,200,830.293302
200.0,200,830.597972
200.0,200,830.747199
200.0,200,830.897494
200.0,200,831.048405
200.0,200,831.200139
200.0,200,831.351203
200.0,200,831.502529
200.0,200,831.65508
200.0,200,831.807638
200.0,200,831.959149
200.0,200,832.262041
200.0,200,832.415415
200.0,200,832.566556
200.0,200,832.718671
200.0,200,832.868163
200.0,200,833.020231
200.0,200,833.170338
200.0,200,833.321706
200.0,200,833.472051
200.0,200,833.624119
200.0,200,833.776544
200.0,200,834.084532
200.0,200,834.235368
200.0,200,834.385303
200.0,200,834.537786
200.0,200,834.690314
200.0,200,834.839433
200.0,200,834.990198
200.0,200,835.141083
200.0,200,835.293472
200.0,200,835.443892
200.0,200,835.745201
200.0,200,835.897266
200.0,200,836.04916
200.0,200,836.20088
200.0,200,836.351799
200.0,200,836.501971
200.0,200,836.652317
200.0,200,836.801316
200.0,200,836.954783
200.0,200,837.106701
200.0,200,837.415961
200.0,200,837.56727
200.0,200,837.718616
200.0,200,837.869887
200.0,200,838.02134
200.0,200,838.172051
200.0,200,838.324097
200.0,200,838.47649
200.0,200,838.626324
200.0,200,838.777912
200.0,200,839.081913
200.0,200,839.233842
200.0,200,839.386423
200.0,200,839.537937
200.0,200,839.688719
200.0,200,839.839461
200.0,200,839.991504
200.0,200,840.144347
200.0,200,840.295584
200.0,200,840.447586
200.0,200,840.598983
200.0,200,840.901496
200.0,200,841.052919
200.0,200,841.204101
200.0,200,841.354669
200.0,200,841.50561
200.0,200,841.657835
200.0,200,841.809981
200.0,200,841.961302
200.0,200,842.112996
200.0,200,842.264486
200.0,200,842.566313
200.0,200,842.717363
200.0,200,842.865465
200.0,200,843.014915
200.0,200,843.166701
200.0,200,843.319133
200.0,200,843.467599
200.0,200,843.618873
200.0,200,843.768517
200.0,200,843.918848
200.0,200,844.22092
200.0,200,844.372115
200.0,200,844.524998
200.0,200,844.676964
200.0,200,844.827958
200.0,200,844.977632
200.0,200,845.128357
200.0,200,845.279169
200.0,200,845.429623
200.0,200,845.580081
200.0,200,845.881036
200.0,200,846.031823
200.0,200,846.18313
200.0,200,846.333376
200.0,200,846.485233
200.0,200,846.637122
200.0,200,846.787728
200.0,200,846.939065
200.0,200,847.091653
200.0,200,847.242295
200.0,200,847.394326
200.0,200,847.695309
200.0,200,847.846771
200.0,200,847.996938
200.0,200,848.14897
200.0,200,848.299552
200.0,200,848.450764
200.0,200,848.60061
200.0,200,848.751243
200.0,200,848.901881
200.0,200,849.053467
200.0,200,849.35682
200.0,200,849.508771
200.0,200,849.658152
200.0,200,849.809573
200.0,200,849.960905
200.0,200,850.111452
200.0,200,850.262709
200.0,200,850.41474
200.0,200,850.566146
200.0,200,850.717
200.0,200,851.016858
200.0,200,851.166956
200.0,200,851.318648
200.0,200,851.470913
200.0,200,851.622915
200.0,200,851.773772
200.0,200,851.924467
200.0,200,852.076633
200.0,200,852.226571
200.0,200,852.378538
200.0,200,852.68351
200.0,200,852.834977
200.0,200,852.984789
200.0,200,853.136713
200.0,200,853.286642
200.0,200,853.43598
200.0,200,853.586825
200.0,200,853.736404
200.0,200,853.887804
200.0,200,854.039853
200.0,200,854.188496
200.0,200,854.491455
200.0,200,854.644178
200.0,200,854.795147
200.0,200,854.947349
200.0,200,855.097208
200.0,200,855.2485
200.0,200,855.400658
200.0,200,855.552003
200.0,200,855.702344
200.0,200,855.85432
200.0,200,856.15613
200.0,200,856.308605
200.0,200,856.461043
200.0,200,856.61271
200.0,200,856.763462
200.0,200,856.915928
200.0,200,857.068398
200.0,200,857.220952
200.0,200,857.373319
200.0,200,857.523821
200.0,200,857.824768
200.0,200,857.976445
200.0,200,858.128574
200.0,200,858.281574
200.0,200,858.434545
200.0,200,858.58713
200.0,200,858.738628
200.0,200,858.889845
200.0,200,859.043187
200.0,200,859.193134
200.0,200,859.496264
200.0,200,859.648973
200.0,200,859.800601
200.0,200,859.952947
200.0,200,860.103463
200.0,200,860.25288
200.0,200,860.402737
200.0,200,860.554303
200.0,200,860.705915
200.0,200,860.856641
200.0,200,861.161401
200.0,200,861.314161
200.0,200,861.465711
200.0,200,861.617924
200.0,200,861.769955
200.0,200,861.919948
200.0,200,862.070056
200.0,200,862.221949
200.0,200,862.372898
200.0,200,862.522975
200.0,200,862.674002
200.0,200,862.976993
200.0,200,863.128952
200.0,200,863.281955
200.0,200,863.432631
200.0,200,863.584488
200.0,200,863.735425
200.0,200,863.88657
200.0,200,864.038157
200.0,200,864.190515
200.0,200,864.340218
200.0,200,864.649483
200.0,200,864.80043
200.0,200,864.950628
200.0,200,865.102299
200.0,200,865.251737
200.0,200,865.400417
200.0,200,865.552154
200.0,200,865.702206
200.0,200,865.851761
200.0,200,866.004039
200.0,200,866.305117
200.0,200,866.455224
200.0,200,866.60768
200.0,200,866.758544
200.0,200,866.909718
200.0,200,867.060647
200.0,200,867.211854
200.0,200,867.386662
200.0,200,867.539172
200.0,200,867.68928
200.0,200,867.993622
200.0,200,868.14388
200.0,200,868.294226
200.0,200,868.446121
200.0,200,868.598803
200.0,200,868.750539
200.0,200,868.902001
200.0,200,869.053371
200.0,200,869.204236
200.0,200,869.355495
200.0,200,869.507673
200.0,200,869.810025
200.0,200,869.977019
200.0,200,870.128168
200.0,200,870.27915
200.0,200,870.432174
200.0,200,870.584333
200.0,200,870.734713
200.0,200,870.884499
200.0,200,871.035763
200.0,200,871.187322
200.0,200,871.488258
200.0,200,871.640554
200.0,200,871.793225
200.0,200,871.944818
200.0,200,872.094813
200.0,200,872.245504
200.0,200,872.397825
200.0,200,872.548892
200.0,200,872.698288
200.0,200,872.850238
200.0,200,873.154259
200.0,200,873.306533
200.0,200,873.457088
200.0,200,873.608064
200.0,200,873.759971
200.0,200,873.911768
200.0,200,874.061865
200.0,200,874.213635
200.0,200,874.364696
200.0,200,874.515832
200.0,200,874.817099
200.0,200,874.96859
200.0,200,875.120962
200.0,200,875.272297
200.0,200,875.424991
200.0,200,875.579536
200.0,200,875.731433
200.0,200,875.885715
200.0,200,876.037267
200.0,200,876.188532
200.0,200,876.341008
200.0,200,876.641896
200.0,200,876.795895
200.0,200,876.949667
200.0,200,877.102363
200.0,200,877.253414
200.0,200,877.403642
200.0,200,877.554657
200.0,200,877.708287
200.0,200,877.860129
200.0,200,878.011824
200.0,200,878.317155
200.0,200,878.470532
200.0,200,878.622528
200.0,200,878.772921
200.0,200,878.925661
200.0,200,879.076003
200.0,200,879.228154
200.0,200,879.379516
200.0,200,879.529166
200.0,200,879.680257
200.0,200,879.98065
200.0,200,880.132629
200.0,200,880.284288
200.0,200,880.435938
200.0,200,880.589078
200.0,200,880.740311
200.0,200,880.89061
200.0,200,881.041831
200.0,200,881.193363
200.0,200,881.34531
200.0,200,881.647015
200.0,200,881.799506
200.0,200,881.949653
200.0,200,882.101572
200.0,200,882.252068
200.0,200,882.402056
200.0,200,882.554174
200.0,200,882.706753
200.0,200,882.858425
200.0,200,883.008309
200.0,200,883.158849
200.0,200,883.462533
200.0,200,883.614301
200.0,200,883.766345
200.0,200,883.918615
200.0,200,884.070699
200.0,200,884.222508
200.0,200,884.37402
200.0,200,884.524259
200.0,200,884.674008
200.0,200,884.824783
200.0,200,885.128633
200.0,200,885.280802
200.0,200,885.432365
200.0,200,885.582524
200.0,200,885.733777
200.0,200,885.883447
200.0,200,886.033373
200.0,200,886.185648
200.0,200,886.337881
200.0,200,886.489998
200.0,200,886.794954
200.0,200,886.946392
200.0,200,887.097739
200.0,200,887.247633
200.0,200,887.397114
200.0,200,887.546782
200.0,200,887.69901
200.0,200,887.849712
200.0,200,888.000859
200.0,200,888.149906
200.0,200,888.452664
200.0,200,888.60411
200.0,200,888.753208
200.0,200,888.904349
200.0,200,889.054884
200.0,200,889.206301
200.0,200,889.359685
200.0,200,889.511351
200.0,200,889.662328
200.0,200,889.812271
200.0,200,889.964196
200.0,200,890.267674
200.0,200,890.418661
200.0,200,890.569092
200.0,200,890.721005
200.0,200,890.871427
200.0,200,891.021259
200.0,200,891.173848
200.0,200,891.323261
200.0,200,891.47523
200.0,200,891.625324
200.0,200,891.926852
200.0,200,892.077257
200.0,200,892.229452
200.0,200,892.379298
200.0,200,892.528733
200.0,200,892.680232
200.0,200,892.83155
200.0,200,892.980994
200.0,200,893.132793
200.0,200,893.283156
200.0,200,893.586107
200.0,200,893.738399
200.0,200,893.889483
200.0,200,894.039088
200.0,200,894.190233
200.0,200,894.340954
200.0,200,894.493135
200.0,200,894.640998
200.0,200,894.792181
200.0,200,894.943287
200.0,200,895.244538
200.0,200,895.395635
200.0,200,895.547415
200.0,200,895.6976
200.0,200,895.849159
200.0,200,896.000089
200.0,200,896.14982
200.0,200,896.301745
200.0,200,896.451748
200.0,200,896.602971
200.0,200,896.754972
200.0,200,897.057911
200.0,200,897.208756
200.0,200,897.364754
200.0,200,897.51713
200.0,200,897.668622
200.0,200,897.819645
200.0,200,897.972019
200.0,200,898.122955
200.0,200,898.274214
200.0,200,898.425684
200.0,200,898.726149
200.0,200,898.878139
200.0,200,899.029734
200.0,200,899.18117
200.0,200,899.333223
200.0,200,899.485456
200.0,200,899.637792
200.0,200,899.790022
200.0,200,899.940241
200.0,200,900.091848
200.0,200,900.394078
200.0,200,900.545562
200.0,200,900.695704
200.0,200,900.847896
200.0,200,900.998275
200.0,200,901.149393
200.0,200,901.300263
200.0,200,901.452483
200.0,200,901.602755
200.0,200,901.754472
200.0,200,902.055482
200.0,200,902.207435
200.0,200,902.359614
200.0,200,902.511034
200.0,200,902.662704
200.0,200,902.814166
200.0,200,902.964238
200.0,200,903.11539
200.0,200,903.266837
200.0,200,903.415703
200.0,200,903.718441
200.0,200,903.869559
200.0,200,904.021104
200.0,200,904.171867
200.0,200,904.323225
200.0,200,904.474921
200.0,200,904.624751
200.0,200,904.775852
200.0,200,904.928762
200.0,200,905.080317
200.0,200,905.231868
200.0,200,905.532194
200.0,200,905.683331
200.0,200,905.833018
200.0,200,905.985086
200.0,200,906.136419
200.0,200,906.288221
200.0,200,906.439299
200.0,200,906.591213
200.0,200,906.743205
200.0,200,906.895265
200.0,200,907.194608
200.0,200,907.346831
200.0,200,907.497276
200.0,200,907.648794
200.0,200,907.798426
200.0,200,907.948147
200.0,200,908.097054
200.0,200,908.245868
200.0,200,908.39728
200.0,200,908.547085
200.0,200,908.84626
200.0,200,909.000892
200.0,200,909.152978
200.0,200,909.303879
200.0,200,909.45582
200.0,200,909.606897
200.0,200,909.756438
200.0,200,909.906412
200.0,200,910.058999
200.0,200,910.20999
200.0,200,910.513703
200.0,200,910.664371
200.0,200,910.816224
200.0,200,910.966371
200.0,200,911.117642
200.0,200,911.269496
200.0,200,911.421607
200.0,200,911.571471
200.0,200,911.722766
200.0,200,911.874312
200.0,200,912.02616
200.0,200,912.327962
200.0,200,912.479181
200.0,200,912.629445
200.0,200,912.781715
200.0,200,912.933556
200.0,200,913.085635
200.0,200,913.236509
200.0,200,913.387941
200.0,200,913.539395
200.0,200,913.691276
200.0,200,913.991653
200.0,200,914.143245
200.0,200,914.292098
200.0,200,914.442259
200.0,200,914.591021
200.0,200,914.741537
200.0,200,914.891754
200.0,200,915.042792
200.0,200,915.194648
200.0,200,915.346599
200.0,200,915.649194
200.0,200,915.800598
200.0,200,915.950416
200.0,200,916.103014
200.0,200,916.253442
200.0,200,916.404769
200.0,200,916.554452
200.0,200,916.706089
200.0,200,916.856593
200.0,200,917.008194
200.0,200,917.310677
200.0,200,917.462014
200.0,200,917.614781
200.0,200,917.76536
200.0,200,917.916822
200.0,200,918.068959
200.0,200,918.220609
200.0,200,918.373462
200.0,200,918.523861
200.0,200,918.675715
200.0,200,918.827642
200.0,200,919.128761
200.0,200,919.279677
200.0,200,919.430939
200.0,200,919.583831
200.0,200,919.735974
200.0,200,919.887896
200.0,200,920.040348
200.0,200,920.192377
200.0,200,920.343325
200.0,200,920.495478
200.0,200,920.798006
200.0,200,920.948756
200.0,200,921.100529
200.0,200,921.251628
200.0,200,921.40237
200.0,200,921.554914
200.0,200,921.707177
200.0,200,921.858167
200.0,200,922.009761
200.0,200,922.158174
200.0,200,922.461827
200.0,200,922.611735
200.0,200,922.763273
200.0,200,922.91522
200.0,200,923.066312
200.0,200,923.215931
200.0,200,923.367295
200.0,200,923.518326
200.0,200,923.669715
200.0,200,923.821831
200.0,200,924.126014
200.0,200,924.277726
200.0,200,924.428281
200.0,200,924.579096
200.0,200,924.728438
200.0,200,924.878817
200.0,200,925.031108
200.0,200,925.182855
200.0,200,925.335246
200.0,200,925.48555
200.0,200,925.637017
200.0,200,925.937692
200.0,200,926.088881
200.0,200,926.239243
200.0,200,926.391979
200.0,200,926.542986
200.0,200,926.694169
200.0,200,926.846034
200.0,200,926.997214
200.0,200,927.14884
200.0,200,927.309548
200.0,200,927.618175
200.0,200,927.770409
200.0,200,927.922056
200.0,200,928.073646
200.0,200,928.223622
200.0,200,928.374389
200.0,200,928.523755
200.0,200,928.67466
200.0,200,928.823893
200.0,200,928.975166
200.0,200,929.277789
200.0,200,929.4318
200.0,200,929.584073
200.0,200,929.735847
200.0,200,929.895868
200.0,200,930.051313
200.0,200,930.202512
200.0,200,930.353963
200.0,200,930.505296
200.0,200,930.657039
200.0,200,930.959416
200.0,200,931.111444
200.0,200,931.262421
200.0,200,931.412179
200.0,200,931.563414
200.0,200,931.715548
200.0,200,931.867254
200.0,200,932.018042
200.0,200,932.170292
200.0,200,932.322484
200.0,200,932.474434
200.0,200,932.782412
200.0,200,932.935242
200.0,200,933.086612
200.0,200,933.237281
200.0,200,933.389063
200.0,200,933.540021
200.0,200,933.690167
200.0,200,933.840984
200.0,200,933.991979
200.0,200,934.143147
200.0,200,934.444656
200.0,200,934.59526
200.0,200,934.747277
200.0,200,934.898504
200.0,200,935.050708
200.0,200,935.201253
200.0,200,935.352993
200.0,200,935.504267
200.0,200,935.655275
200.0,200,935.805917
200.0,200,936.10815
200.0,200,936.259853
200.0,200,936.411268
200.0,200,936.559621
200.0,200,936.710565
200.0,200,936.86074
200.0,200,937.012664
200.0,200,937.164805
200.0,200,937.314653
200.0,200,937.467772
200.0,200,937.771091
200.0,200,937.922803
200.0,200,938.074266
200.0,200,938.225535
200.0,200,938.378192
200.0,200,938.526893
200.0,200,938.677449
200.0,200,938.828531
200.0,200,938.980127
200.0,200,939.13205
200.0,200,939.282833
200.0,200,939.585286
200.0,200,939.735688
200.0,200,939.886828
200.0,200,940.036528
200.0,200,940.188149
200.0,200,940.340306
200.0,200,940.492723
200.0,200,940.641623
200.0,200,940.791672
200.0,200,940.941925
200.0,200,941.244447
200.0,200,941.396878
200.0,200,941.547476
200.0,200,941.698966
200.0,200,941.850551
200.0,200,942.002068
200.0,200,942.152568
200.0,200,942.30438
200.0,200,942.456288
200.0,200,942.608579
200.0,200,942.907992
200.0,200,943.059803
200.0,200,943.210168
200.0,200,943.361764
200.0,200,943.514798
200.0,200,943.666669
200.0,200,943.817679
200.0,200,943.966864
200.0,200,944.118956
200.0,200,944.270695
200.0,200,944.571978
200.0,200,944.723318
200.0,200,944.87544
200.0,200,945.027243
200.0,200,945.178764
200.0,200,945.332359
200.0,200,945.48327
200.0,200,945.634272
200.0,200,945.786249
200.0,200,945.936274
200.0,200,946.237504
200.0,200,946.388564
200.0,200,946.539626
200.0,200,946.688965
200.0,200,946.839917
200.0,200,946.990621
200.0,200,947.142569
200.0,200,947.293405
200.0,200,947.444871
200.0,200,947.597081
200.0,200,947.74834
200.0,200,948.051095
200.0,200,948.203295
200.0,200,948.3551
200.0,200,948.507685
200.0,200,948.657598
200.0,200,948.80856
200.0,200,948.957635
200.0,200,949.109645
200.0,200,949.260132
200.0,200,949.410824
200.0,200,949.711821
200.0,200,949.863377
200.0,200,950.014192
200.0,200,950.164589
200.0,200,950.314929
200.0,200,950.465125
200.0,200,950.616785
200.0,200,950.767949
200.0,200,950.918573
200.0,200,951.070161
200.0,200,951.3724
200.0,200,951.524115
200.0,200,951.676382
200.0,200,951.828413
200.0,200,951.978768
200.0,200,952.129524
200.0,200,952.280996
200.0,200,952.43202
200.0,200,952.584152
200.0,200,952.734504
200.0,200,953.037189
200.0,200,953.185777
200.0,200,953.337989
200.0,200,953.490618
200.0,200,953.641838
200.0,200,953.792341
200.0,200,953.943429
200.0,200,954.095863
200.0,200,954.248759
200.0,200,954.399842
200.0,200,954.550024
200.0,200,954.851017
200.0,200,955.004143
200.0,200,955.157146
200.0,200,955.308537
200.0,200,955.459225
200.0,200,955.607136
200.0,200,955.758847
200.0,200,955.909889
200.0,200,956.062697
200.0,200,956.214008
200.0,200,956.515024
200.0,200,956.665091
200.0,200,956.814007
200.0,200,956.96544
200.0,200,957.115533
200.0,200,957.269913
200.0,200,957.440269
200.0,200,957.592416
200.0,200,957.743552
200.0,200,957.892473
200.0,200,958.194588
200.0,200,958.343855
200.0,200,958.495202
200.0,200,958.647163
200.0,200,958.797953
200.0,200,958.948976
200.0,200,959.099679
200.0,200,959.250587
200.0,200,959.402856
200.0,200,959.554364
200.0,200,959.856531
200.0,200,960.007219
200.0,200,960.159251
200.0,200,960.308686
200.0,200,960.457647
