# {"t_start": 1551044220.717452, "env_id": "MyBulletCartPole-v0"} 
r,l,t
56.0,56,56.844139
104.0,104,56.941508
120.0,120,57.047669
152.0,152,57.181369
63.0,63,57.24411
124.0,124,57.382483
88.0,88,57.461998
79.0,79,57.53249
76.0,76,57.601543
75.0,75,57.66716
93.0,93,57.75255
71.0,71,57.815869
115.0,115,57.921963
131.0,131,58.040391
54.0,54,58.091614
66.0,66,58.152457
53.0,53,58.200725
74.0,74,58.2708
54.0,54,58.324939
81.0,81,58.400207
84.0,84,58.4764
120.0,120,58.773055
74.0,74,58.853175
70.0,70,58.925723
90.0,90,59.012935
46.0,46,59.061251
67.0,67,59.130456
200.0,200,59.308476
63.0,63,59.371872
84.0,84,59.442475
155.0,155,59.592887
67.0,67,59.650986
81.0,81,59.718709
59.0,59,59.767584
80.0,80,59.836069
68.0,68,59.893942
49.0,49,59.934608
59.0,59,59.98941
77.0,77,60.052454
138.0,138,60.165526
80.0,80,60.229633
88.0,88,60.302723
83.0,83,60.369585
81.0,81,60.43184
107.0,107,60.513263
162.0,162,60.811052
66.0,66,60.865587
76.0,76,60.926949
70.0,70,60.983721
200.0,200,61.146082
102.0,102,61.229209
200.0,200,61.387139
35.0,35,61.4148
153.0,153,61.532397
76.0,76,61.592252
74.0,74,61.649059
52.0,52,61.691311
88.0,88,61.758793
101.0,101,61.837352
56.0,56,61.881637
87.0,87,61.949218
70.0,70,62.005568
62.0,62,62.056654
106.0,106,62.137787
58.0,58,62.184003
56.0,56,62.22661
58.0,58,62.273105
60.0,60,62.319434
92.0,92,62.542064
84.0,84,62.607925
54.0,54,62.650073
52.0,52,62.691954
93.0,93,62.764549
74.0,74,62.822458
142.0,142,62.931608
137.0,137,63.036402
70.0,70,63.09087
145.0,145,63.203552
179.0,179,63.339843
146.0,146,63.450771
154.0,154,63.56851
74.0,74,63.625137
72.0,72,63.680392
101.0,101,63.756701
116.0,116,63.846268
106.0,106,63.928291
89.0,89,63.997081
59.0,59,64.043359
72.0,72,64.254496
77.0,77,64.31603
156.0,156,64.436732
78.0,78,64.496818
62.0,62,64.54632
99.0,99,64.623154
87.0,87,64.689199
133.0,133,64.791396
105.0,105,64.871881
64.0,64,64.921592
72.0,72,64.977807
87.0,87,65.047096
54.0,54,65.093027
142.0,142,65.202199
70.0,70,65.260816
90.0,90,65.330115
99.0,99,65.405324
70.0,70,65.4616
79.0,79,65.52321
56.0,56,65.566839
77.0,77,65.625954
59.0,59,65.673156
60.0,60,65.720844
74.0,74,65.78072
200.0,200,66.088357
158.0,158,66.20819
60.0,60,66.254406
89.0,89,66.322964
78.0,78,66.383637
133.0,133,66.488074
59.0,59,66.532905
104.0,104,66.61269
56.0,56,66.655698
116.0,116,66.744913
60.0,60,66.790619
90.0,90,66.859999
119.0,119,66.951634
68.0,68,67.005292
75.0,75,67.063053
65.0,65,67.114802
127.0,127,67.215236
36.0,36,67.243408
103.0,103,67.322239
80.0,80,67.38508
80.0,80,67.445306
50.0,50,67.484749
60.0,60,67.530733
70.0,70,67.736677
69.0,69,67.788093
61.0,61,67.835241
200.0,200,67.988015
94.0,94,68.058534
63.0,63,68.108382
75.0,75,68.16652
130.0,130,68.267003
87.0,87,68.334053
57.0,57,68.378619
74.0,74,68.436721
68.0,68,68.490054
80.0,80,68.55161
62.0,62,68.600586
90.0,90,68.668983
178.0,178,68.80422
84.0,84,68.867467
70.0,70,68.923183
66.0,66,68.97492
53.0,53,69.016677
100.0,100,69.095508
94.0,94,69.168422
70.0,70,69.222328
97.0,97,69.449409
115.0,115,69.539277
80.0,80,69.601313
72.0,72,69.65791
81.0,81,69.718027
89.0,89,69.788344
91.0,91,69.860331
86.0,86,69.926647
54.0,54,69.968444
77.0,77,70.027901
83.0,83,70.093514
124.0,124,70.191569
69.0,69,70.243894
55.0,55,70.287577
68.0,68,70.33997
109.0,109,70.423276
165.0,165,70.552036
78.0,78,70.612085
71.0,71,70.668132
73.0,73,70.723998
59.0,59,70.770488
200.0,200,70.925267
95.0,95,70.997961
64.0,64,71.200363
79.0,79,71.26183
89.0,89,71.330813
83.0,83,71.396936
64.0,64,71.44747
55.0,55,71.490117
74.0,74,71.548922
123.0,123,71.646659
139.0,139,71.754105
53.0,53,71.796018
74.0,74,71.852279
133.0,133,71.955772
91.0,91,72.025863
74.0,74,72.083826
196.0,196,72.233925
73.0,73,72.290592
57.0,57,72.335045
95.0,95,72.406191
99.0,99,72.48241
200.0,200,72.634644
184.0,184,72.928921
70.0,70,72.987129
85.0,85,73.053169
120.0,120,73.146588
151.0,151,73.264571
54.0,54,73.305934
59.0,59,73.351027
160.0,160,73.477068
63.0,63,73.526426
60.0,60,73.572439
69.0,69,73.626643
55.0,55,73.669827
166.0,166,73.796474
106.0,106,73.878271
69.0,69,73.930991
83.0,83,73.993322
120.0,120,74.086542
60.0,60,74.133985
70.0,70,74.188573
95.0,95,74.262877
57.0,57,74.307454
83.0,83,74.374117
65.0,65,74.424886
93.0,93,74.496684
70.0,70,74.706525
62.0,62,74.755424
95.0,95,74.829957
64.0,64,74.880168
54.0,54,74.922274
98.0,98,74.998767
78.0,78,75.059236
119.0,119,75.151319
67.0,67,75.203726
200.0,200,75.357151
74.0,74,75.415427
200.0,200,75.56888
76.0,76,75.628274
60.0,60,75.674028
61.0,61,75.722191
115.0,115,75.811363
68.0,68,75.863943
76.0,76,75.923122
80.0,80,75.985825
59.0,59,76.032133
73.0,73,76.090245
122.0,122,76.181992
159.0,159,76.456313
59.0,59,76.500481
101.0,101,76.57854
135.0,135,76.682558
60.0,60,76.729238
94.0,94,76.802114
68.0,68,76.854681
192.0,192,77.003184
64.0,64,77.053578
69.0,69,77.106676
74.0,74,77.164631
89.0,89,77.232918
92.0,92,77.30579
95.0,95,77.379545
154.0,154,77.500875
111.0,111,77.586229
67.0,67,77.640366
63.0,63,77.689225
88.0,88,77.755636
69.0,69,77.811533
87.0,87,77.879764
112.0,112,77.966654
51.0,51,78.006873
73.0,73,78.214883
75.0,75,78.273381
79.0,79,78.33741
95.0,95,78.411992
99.0,99,78.490421
74.0,74,78.549083
90.0,90,78.618104
85.0,85,78.682346
48.0,48,78.721347
58.0,58,78.766948
80.0,80,78.831149
94.0,94,78.902315
65.0,65,78.952883
68.0,68,79.00387
152.0,152,79.12064
70.0,70,79.176189
88.0,88,79.24476
64.0,64,79.294286
53.0,53,79.337458
64.0,64,79.386142
134.0,134,79.489054
65.0,65,79.541323
86.0,86,79.60783
123.0,123,79.701984
113.0,113,79.942272
169.0,169,80.074613
71.0,71,80.130743
57.0,57,80.172467
82.0,82,80.235834
102.0,102,80.314099
74.0,74,80.370864
68.0,68,80.423559
114.0,114,80.511806
106.0,106,80.593348
125.0,125,80.691778
57.0,57,80.736925
111.0,111,80.822155
96.0,96,80.896505
89.0,89,80.965299
94.0,94,81.037462
60.0,60,81.086085
92.0,92,81.156627
101.0,101,81.234024
75.0,75,81.291189
75.0,75,81.351937
64.0,64,81.402055
162.0,162,81.681645
71.0,71,81.737499
77.0,77,81.796337
58.0,58,81.840577
105.0,105,81.923457
68.0,68,81.977571
95.0,95,82.051359
97.0,97,82.128112
94.0,94,82.199451
101.0,101,82.277466
119.0,119,82.369865
83.0,83,82.434282
85.0,85,82.499097
78.0,78,82.559822
112.0,112,82.64425
72.0,72,82.699807
112.0,112,82.787093
180.0,180,82.926109
118.0,118,83.014384
62.0,62,83.063281
125.0,125,83.15997
79.0,79,83.221176
59.0,59,83.419491
200.0,200,83.575377
133.0,133,83.679645
63.0,63,83.727459
95.0,95,83.801419
91.0,91,83.871267
200.0,200,84.022051
71.0,71,84.076774
60.0,60,84.123397
63.0,63,84.17171
71.0,71,84.226943
56.0,56,84.271361
84.0,84,84.336947
102.0,102,84.415351
96.0,96,84.490157
74.0,74,84.547243
69.0,69,84.600327
62.0,62,84.653232
108.0,108,84.743263
64.0,64,84.794792
150.0,150,84.909679
200.0,200,85.22405
48.0,48,85.262114
200.0,200,85.417058
75.0,75,85.473784
128.0,128,85.572379
72.0,72,85.625917
64.0,64,85.675962
64.0,64,85.726859
70.0,70,85.779726
67.0,67,85.832667
66.0,66,85.884343
73.0,73,85.939563
79.0,79,86.001163
74.0,74,86.059532
57.0,57,86.104933
110.0,110,86.189953
68.0,68,86.243709
177.0,177,86.378995
64.0,64,86.428056
73.0,73,86.485155
72.0,72,86.539714
117.0,117,86.630922
101.0,101,86.708031
49.0,49,86.897878
62.0,62,86.945019
94.0,94,87.01825
87.0,87,87.086532
59.0,59,87.132239
49.0,49,87.17091
66.0,66,87.223612
64.0,64,87.289065
91.0,91,87.360272
80.0,80,87.423625
64.0,64,87.473773
61.0,61,87.521871
60.0,60,87.569074
116.0,116,87.659016
129.0,129,87.759396
94.0,94,87.831583
58.0,58,87.87733
59.0,59,87.923978
86.0,86,87.989976
104.0,104,88.071745
96.0,96,88.14794
87.0,87,88.213723
56.0,56,88.257476
57.0,57,88.302679
77.0,77,88.362308
97.0,97,88.439077
98.0,98,88.666973
61.0,61,88.716056
66.0,66,88.767555
49.0,49,88.803817
200.0,200,88.957818
48.0,48,88.995532
79.0,79,89.057094
120.0,120,89.151251
57.0,57,89.197128
56.0,56,89.240283
114.0,114,89.324762
38.0,38,89.357041
59.0,59,89.402752
171.0,171,89.533926
148.0,148,89.646741
80.0,80,89.709309
58.0,58,89.755181
77.0,77,89.817453
88.0,88,89.886283
79.0,79,89.947194
70.0,70,90.003105
87.0,87,90.071205
93.0,93,90.142338
71.0,71,90.197753
100.0,100,90.428784
62.0,62,90.478902
74.0,74,90.534276
78.0,78,90.594521
58.0,58,90.641424
61.0,61,90.688111
67.0,67,90.740986
69.0,69,90.792639
102.0,102,90.87265
94.0,94,90.945753
61.0,61,90.992695
91.0,91,91.065767
61.0,61,91.112071
55.0,55,91.15685
70.0,70,91.20986
123.0,123,91.303469
98.0,98,91.378708
189.0,189,91.526619
73.0,73,91.580463
65.0,65,91.630815
78.0,78,91.690836
65.0,65,91.741716
98.0,98,91.817407
142.0,142,91.926306
58.0,58,91.972278
52.0,52,92.164921
98.0,98,92.241052
154.0,154,92.36186
75.0,75,92.421301
84.0,84,92.486795
58.0,58,92.532304
147.0,147,92.64622
100.0,100,92.72233
114.0,114,92.811575
151.0,151,92.926505
112.0,112,93.010759
162.0,162,93.138285
65.0,65,93.188659
62.0,62,93.237806
66.0,66,93.289012
50.0,50,93.328771
52.0,52,93.37099
117.0,117,93.461748
80.0,80,93.522549
60.0,60,93.569539
81.0,81,93.631148
71.0,71,93.685906
56.0,56,93.883319
150.0,150,94.00071
89.0,89,94.06933
110.0,110,94.155796
138.0,138,94.260748
129.0,129,94.360559
100.0,100,94.437678
160.0,160,94.558646
52.0,52,94.599683
85.0,85,94.665062
33.0,33,94.691354
71.0,71,94.746787
80.0,80,94.808714
69.0,69,94.863309
72.0,72,94.920055
89.0,89,94.988263
135.0,135,95.097765
74.0,74,95.155569
106.0,106,95.235758
87.0,87,95.302951
95.0,95,95.376748
64.0,64,95.426165
55.0,55,95.619771
58.0,58,95.667868
90.0,90,95.737865
91.0,91,95.808766
60.0,60,95.855885
64.0,64,95.904906
74.0,74,95.962146
64.0,64,96.010797
67.0,67,96.062841
59.0,59,96.107697
56.0,56,96.151939
82.0,82,96.216151
51.0,51,96.254859
86.0,86,96.321114
53.0,53,96.363079
71.0,71,96.417904
131.0,131,96.517933
72.0,72,96.573986
56.0,56,96.619175
60.0,60,96.665297
142.0,142,96.776202
75.0,75,96.832843
129.0,129,96.930321
57.0,57,96.976069
151.0,151,97.091028
104.0,104,97.172159
61.0,61,97.380818
66.0,66,97.434193
116.0,116,97.523049
125.0,125,97.621418
200.0,200,97.774112
64.0,64,97.823146
99.0,99,97.900067
83.0,83,97.962983
101.0,101,98.041708
80.0,80,98.103363
200.0,200,98.255231
86.0,86,98.323354
121.0,121,98.416106
67.0,67,98.469148
99.0,99,98.546471
77.0,77,98.607246
83.0,83,98.671593
77.0,77,98.731827
73.0,73,98.788442
139.0,139,98.897013
91.0,91,99.123381
126.0,126,99.223249
62.0,62,99.272275
113.0,113,99.359775
55.0,55,99.402821
77.0,77,99.463184
78.0,78,99.522059
89.0,89,99.590629
84.0,84,99.656011
66.0,66,99.709518
57.0,57,99.753291
126.0,126,99.850219
92.0,92,99.920297
103.0,103,100.001421
51.0,51,100.040514
58.0,58,100.085683
56.0,56,100.129421
75.0,75,100.188487
171.0,171,100.321573
69.0,69,100.375438
64.0,64,100.423801
63.0,63,100.472535
145.0,145,100.584948
61.0,61,100.631798
79.0,79,100.692446
187.0,187,100.992506
74.0,74,101.048759
69.0,69,101.102349
102.0,102,101.18308
69.0,69,101.236507
89.0,89,101.304646
99.0,99,101.379673
49.0,49,101.418008
65.0,65,101.467714
80.0,80,101.53001
170.0,170,101.658396
63.0,63,101.706613
89.0,89,101.775383
78.0,78,101.835705
99.0,99,101.911876
63.0,63,101.961439
57.0,57,102.007058
84.0,84,102.070063
131.0,131,102.170673
82.0,82,102.234904
112.0,112,102.322167
80.0,80,102.384704
87.0,87,102.601791
55.0,55,102.644524
80.0,80,102.707081
82.0,82,102.769575
61.0,61,102.817173
82.0,82,102.880207
59.0,59,102.925007
121.0,121,103.018835
174.0,174,103.151726
63.0,63,103.201459
90.0,90,103.269521
100.0,100,103.347141
86.0,86,103.413862
67.0,67,103.465867
88.0,88,103.534127
83.0,83,103.598375
48.0,48,103.635899
84.0,84,103.702211
74.0,74,103.758544
157.0,157,103.879552
53.0,53,103.920473
102.0,102,103.99627
57.0,57,104.041406
108.0,108,104.123793
84.0,84,104.339996
76.0,76,104.400965
88.0,88,104.470872
140.0,140,104.577536
71.0,71,104.631041
77.0,77,104.691203
80.0,80,104.753473
54.0,54,104.795133
92.0,92,104.86725
57.0,57,104.90996
86.0,86,104.97792
81.0,81,105.042377
64.0,64,105.092991
68.0,68,105.147532
54.0,54,105.188893
86.0,86,105.254437
65.0,65,105.305743
60.0,60,105.35322
101.0,101,105.431741
81.0,81,105.495795
73.0,73,105.550561
60.0,60,105.59643
71.0,71,105.651338
104.0,104,105.732209
95.0,95,105.80654
89.0,89,105.873256
120.0,120,106.121464
82.0,82,106.183747
62.0,62,106.231571
60.0,60,106.279296
65.0,65,106.329767
85.0,85,106.395461
96.0,96,106.470154
65.0,65,106.52201
58.0,58,106.568016
108.0,108,106.652542
80.0,80,106.713617
74.0,74,106.769738
135.0,135,106.872871
95.0,95,106.945885
128.0,128,107.046378
86.0,86,107.113733
110.0,110,107.199644
75.0,75,107.25745
101.0,101,107.334971
61.0,61,107.381738
158.0,158,107.502114
65.0,65,107.553053
79.0,79,107.612959
83.0,83,107.82906
143.0,143,107.940533
87.0,87,108.009022
63.0,63,108.056798
57.0,57,108.10223
106.0,106,108.18459
72.0,72,108.241994
143.0,143,108.352182
76.0,76,108.411652
67.0,67,108.463348
82.0,82,108.527303
64.0,64,108.577418
70.0,70,108.629889
136.0,136,108.734982
70.0,70,108.789908
56.0,56,108.833538
71.0,71,108.888747
59.0,59,108.935788
43.0,43,108.971081
114.0,114,109.05689
64.0,64,109.107703
73.0,73,109.164788
58.0,58,109.210839
65.0,65,109.260224
79.0,79,109.322619
70.0,70,109.375334
121.0,121,109.626522
51.0,51,109.666942
73.0,73,109.722768
200.0,200,109.876351
117.0,117,109.965746
88.0,88,110.032934
110.0,110,110.118375
103.0,103,110.197029
137.0,137,110.304463
86.0,86,110.369639
78.0,78,110.429566
72.0,72,110.485977
72.0,72,110.540467
70.0,70,110.595658
58.0,58,110.64057
97.0,97,110.717128
90.0,90,110.78769
71.0,71,110.8427
117.0,117,110.931106
117.0,117,111.023235
127.0,127,111.120744
56.0,56,111.317204
100.0,100,111.395154
105.0,105,111.476316
189.0,189,111.623449
62.0,62,111.671067
59.0,59,111.717258
59.0,59,111.76364
74.0,74,111.819715
156.0,156,111.940758
135.0,135,112.045147
78.0,78,112.104766
113.0,113,112.192006
77.0,77,112.25169
82.0,82,112.315637
81.0,81,112.378841
111.0,111,112.465324
67.0,67,112.517086
53.0,53,112.558361
152.0,152,112.674911
63.0,63,112.724711
79.0,79,112.784885
116.0,116,113.023132
115.0,115,113.115927
60.0,60,113.162698
168.0,168,113.291344
80.0,80,113.35276
82.0,82,113.41625
104.0,104,113.495398
76.0,76,113.55392
55.0,55,113.595091
97.0,97,113.671403
72.0,72,113.726785
84.0,84,113.791781
93.0,93,113.864893
52.0,52,113.905512
69.0,69,113.959591
81.0,81,114.022306
95.0,95,114.096985
107.0,107,114.181281
79.0,79,114.242212
65.0,65,114.291749
50.0,50,114.330642
81.0,81,114.393598
71.0,71,114.44867
57.0,57,114.492741
200.0,200,114.801853
111.0,111,114.887089
145.0,145,114.999221
91.0,91,115.069346
98.0,98,115.14625
137.0,137,115.252433
80.0,80,115.314466
85.0,85,115.38185
55.0,55,115.424783
48.0,48,115.462509
89.0,89,115.532104
85.0,85,115.598024
64.0,64,115.646847
173.0,173,115.778423
132.0,132,115.880323
88.0,88,115.94985
102.0,102,116.029061
67.0,67,116.07975
52.0,52,116.120692
64.0,64,116.172241
83.0,83,116.237728
187.0,187,116.533158
32.0,32,116.55838
67.0,67,116.610844
83.0,83,116.674342
52.0,52,116.715591
65.0,65,116.766881
125.0,125,116.864107
123.0,123,116.960985
64.0,64,117.011057
71.0,71,117.064683
84.0,84,117.13081
76.0,76,117.188992
171.0,171,117.323548
86.0,86,117.400583
74.0,74,117.457324
70.0,70,117.511331
72.0,72,117.566767
54.0,54,117.609964
105.0,105,117.689035
63.0,63,117.738967
58.0,58,117.78446
74.0,74,117.842488
72.0,72,117.897797
68.0,68,117.949411
69.0,69,118.002395
53.0,53,118.045393
64.0,64,118.094328
112.0,112,118.334816
83.0,83,118.399717
61.0,61,118.446625
77.0,77,118.506399
101.0,101,118.584883
61.0,61,118.631109
56.0,56,118.674793
66.0,66,118.72651
55.0,55,118.769869
138.0,138,118.875618
69.0,69,118.929526
60.0,60,118.975017
58.0,58,119.020563
104.0,104,119.101686
74.0,74,119.16001
98.0,98,119.235288
87.0,87,119.303531
93.0,93,119.376874
52.0,52,119.416901
63.0,63,119.466053
66.0,66,119.51843
153.0,153,119.637317
73.0,73,119.693832
56.0,56,119.736865
85.0,85,119.802796
62.0,62,120.001482
132.0,132,120.109457
63.0,63,120.15789
67.0,67,120.211824
83.0,83,120.277004
56.0,56,120.321695
66.0,66,120.37208
68.0,68,120.423554
158.0,158,120.545315
106.0,106,120.627213
68.0,68,120.677615
197.0,197,120.831219
67.0,67,120.883585
56.0,56,120.92762
109.0,109,121.010373
64.0,64,121.059428
80.0,80,121.122649
62.0,62,121.171525
87.0,87,121.239443
99.0,99,121.316567
70.0,70,121.370496
93.0,93,121.442317
106.0,106,121.524442
59.0,59,121.570861
60.0,60,121.772154
183.0,183,121.913539
82.0,82,121.976331
138.0,138,122.083301
104.0,104,122.165102
89.0,89,122.2353
78.0,78,122.296013
64.0,64,122.344667
70.0,70,122.400504
88.0,88,122.467761
72.0,72,122.522852
79.0,79,122.585399
61.0,61,122.634214
75.0,75,122.691655
66.0,66,122.741691
71.0,71,122.797831
104.0,104,122.877869
117.0,117,122.970552
144.0,144,123.082979
69.0,69,123.137138
79.0,79,123.198134
86.0,86,123.263477
92.0,92,123.335398
76.0,76,123.547652
82.0,82,123.611377
72.0,72,123.66855
65.0,65,123.719013
141.0,141,123.830995
67.0,67,123.881161
82.0,82,123.943759
66.0,66,123.994982
97.0,97,124.069381
160.0,160,124.190455
102.0,102,124.269566
128.0,128,124.368444
84.0,84,124.433452
76.0,76,124.493577
94.0,94,124.565433
107.0,107,124.647195
66.0,66,124.696637
65.0,65,124.748462
87.0,87,124.816108
71.0,71,124.872501
96.0,96,124.94708
66.0,66,124.999307
121.0,121,125.250004
70.0,70,125.305855
143.0,143,125.416106
71.0,71,125.471263
52.0,52,125.5119
64.0,64,125.561539
126.0,126,125.65916
76.0,76,125.719076
134.0,134,125.821792
60.0,60,125.868191
84.0,84,125.933765
67.0,67,125.98542
82.0,82,126.049445
62.0,62,126.097348
87.0,87,126.164964
61.0,61,126.211541
152.0,152,126.329939
139.0,139,126.437646
58.0,58,126.482527
71.0,71,126.538046
87.0,87,126.603898
70.0,70,126.658725
104.0,104,126.738884
72.0,72,126.795871
90.0,90,127.018491
67.0,67,127.069298
112.0,112,127.155598
121.0,121,127.249393
52.0,52,127.289403
63.0,63,127.340059
56.0,56,127.383363
78.0,78,127.443291
100.0,100,127.521487
82.0,82,127.583165
148.0,148,127.696245
86.0,86,127.762807
83.0,83,127.829132
72.0,72,127.885077
63.0,63,127.935402
81.0,81,127.997539
53.0,53,128.039047
96.0,96,128.112496
71.0,71,128.166384
200.0,200,128.318727
70.0,70,128.373461
115.0,115,128.462227
64.0,64,128.511346
96.0,96,128.740052
127.0,127,128.838819
118.0,118,128.928963
65.0,65,128.978471
51.0,51,129.019233
87.0,87,129.086748
57.0,57,129.131748
76.0,76,129.191222
85.0,85,129.256049
78.0,78,129.316282
55.0,55,129.359869
67.0,67,129.411294
63.0,63,129.459478
63.0,63,129.508385
58.0,58,129.553797
167.0,167,129.680528
74.0,74,129.739108
71.0,71,129.796317
62.0,62,129.845894
72.0,72,129.900738
65.0,65,129.952187
62.0,62,130.000175
55.0,55,130.042752
86.0,86,130.109971
57.0,57,130.154091
61.0,61,130.201645
55.0,55,130.24369
93.0,93,130.469584
117.0,117,130.558851
183.0,183,130.69861
71.0,71,130.751964
143.0,143,130.863496
67.0,67,130.915637
103.0,103,130.993913
100.0,100,131.071948
57.0,57,131.116162
79.0,79,131.178438
111.0,111,131.262576
85.0,85,131.330428
76.0,76,131.388232
83.0,83,131.452367
78.0,78,131.511953
60.0,60,131.559375
64.0,64,131.609811
83.0,83,131.673752
66.0,66,131.724971
77.0,77,131.78617
84.0,84,131.847828
65.0,65,131.89845
200.0,200,132.202861
115.0,115,132.293232
106.0,106,132.375149
126.0,126,132.472803
96.0,96,132.545873
133.0,133,132.651386
56.0,56,132.694183
61.0,61,132.743227
139.0,139,132.850024
70.0,70,132.903543
109.0,109,132.98805
137.0,137,133.094987
84.0,84,133.159616
64.0,64,133.208909
66.0,66,133.260642
61.0,61,133.307154
96.0,96,133.381895
85.0,85,133.448689
103.0,103,133.527599
135.0,135,133.631397
55.0,55,133.673783
103.0,103,133.753007
82.0,82,133.967404
88.0,88,134.036334
72.0,72,134.09256
76.0,76,134.151405
80.0,80,134.212819
70.0,70,134.266684
138.0,138,134.374271
75.0,75,134.431946
78.0,78,134.493139
88.0,88,134.560314
135.0,135,134.661103
103.0,103,134.740307
63.0,63,134.789652
66.0,66,134.840677
89.0,89,134.9117
101.0,101,134.989949
62.0,62,135.037591
56.0,56,135.079798
157.0,157,135.201767
84.0,84,135.267169
118.0,118,135.357293
114.0,114,135.447444
57.0,57,135.49188
75.0,75,135.702605
82.0,82,135.767666
157.0,157,135.888961
61.0,61,135.935879
97.0,97,136.011032
114.0,114,136.09799
200.0,200,136.251799
115.0,115,136.339739
60.0,60,136.386011
62.0,62,136.435582
66.0,66,136.486951
72.0,72,136.542536
76.0,76,136.602385
141.0,141,136.709879
172.0,172,136.842785
83.0,83,136.90709
57.0,57,136.951526
74.0,74,137.008753
66.0,66,137.06067
72.0,72,137.117373
144.0,144,137.228973
68.0,68,137.435083
184.0,184,137.575125
92.0,92,137.647506
139.0,139,137.755964
60.0,60,137.803323
78.0,78,137.862886
109.0,109,137.946567
75.0,75,138.003928
48.0,48,138.041936
130.0,130,138.142316
100.0,100,138.220093
93.0,93,138.29262
81.0,81,138.355925
104.0,104,138.433868
115.0,115,138.522975
131.0,131,138.623231
96.0,96,138.697787
105.0,105,138.779246
197.0,197,138.932037
58.0,58,138.97536
90.0,90,139.199862
