approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
2.8868288e-05,0.0,87.59,87.59,0.03012186288833618,4532,25,0.5503969,5.0078714e-05,51200,46.09016799926758,204800,77.79395
2.3296663e-05,0.0,88.38,88.38,0.030305802822113037,4306,26,0.5505703,-4.6692818e-05,53248,47.99313306808472,212992,77.90264
2.3426182e-05,0.0,85.13,85.13,0.0338248610496521,4270,27,0.54269874,-0.00014119163,55296,49.912102937698364,221184,75.171585
4.4778142e-05,0.0,81.85,81.85,0.03708904981613159,4543,28,0.5401634,-0.0002520844,57344,51.7156138420105,229376,73.13135
0.00011631192,0.0,87.76,87.76,0.03814738988876343,4343,29,0.531439,-0.00012772983,59392,53.602374792099,237568,75.25179
2.9917992e-05,0.0,87.44,87.44,0.039337098598480225,4309,30,0.5348657,2.7923554e-05,61440,55.50357699394226,245760,74.3856
0.00012328573,0.0,90.32,90.32,0.03682488203048706,3901,31,0.5324637,-9.304893e-05,63488,57.60405707359314,253952,73.5866
1.8310508e-05,0.0,87.12,87.12,0.04496818780899048,4157,32,0.5317511,-0.00012130366,65536,59.574870109558105,262144,73.201195
2.6858797e-05,0.0,92.95,92.95,0.05064857006072998,4592,33,0.534622,-2.1793821e-05,67584,61.3590190410614,270336,73.57413
1.7598086e-05,0.0,96.49,96.49,0.044479310512542725,4730,34,0.5339082,-7.0346476e-05,69632,63.0911819934845,278528,75.677925
1.6423808e-05,0.0,86.87,86.87,0.06483596563339233,4665,35,0.53117275,-7.343282e-05,71680,64.84764385223389,286720,69.2599
2.9187839e-05,0.0,91.32,91.32,0.0591655969619751,4724,36,0.529046,-0.00021750698,73728,66.58218598365784,294912,71.464386
2.8902123e-05,0.0,88.82,88.82,0.056977808475494385,4723,37,0.52500623,-6.990964e-05,75776,68.31696009635925,303104,69.17247
1.1317332e-05,0.0,96.27,96.27,0.05824446678161621,4707,38,0.52348727,-1.3259705e-05,77824,70.057687997818,311296,72.16051
2.27144e-05,0.0,96.9,96.9,0.058291852474212646,4708,39,0.5246515,-8.853246e-05,79872,71.79806685447693,319488,71.371864
