0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0.156859	0	
0	0	0	0	0.239379	7.40545	
0	0	0	0	0.470602	7.77578	
0	0	0	0	1.2871	8.1188	
0	0	0	0	1.85544	8.344	
0	0	0	0	2.64711	8.61322	
0	0	0	0	3.3647	8.81504	
0	0	0	0	3.69473	8.89546	
0	0	0	0	4.2008	9.00523	
0	0	0	0	4.8149	9.12069	
0	0	0	0	5.11545	9.17223	
0	0	0	0	5.37905	9.21648	
0	0	0	0	5.20553	8.91918	
0	0	0	0	4.8751	8.35303	
0	0	0	0	4.56565	7.82281	
0	0	0	0	4.13792	7.08993	
0	0	0	0	3.62928	6.21842	
0	0	0	0	3.28926	5.63584	
0	0	0	0	2.88494	4.94307	
0	0	0	0	2.61466	4.47998	
0	0	0	0	2.3697	4.06026	
0	0	0	0	2.1477	3.67987	
0	0	0	0	2.01137	7.06009	
0	0	0	0	2.01137	7.62193	
0	0	0	0	1.93452	7.80644	
0	0	0	0	1.93452	7.93791	
0	0	0	0	1.93452	8.05476	
0	0	0	0	1.93452	8.20754	
0	0	0	0	1.93452	8.29789	
0	0	0	0	1.93452	8.41933	
0	0	0	0	1.93452	8.52592	
0	0	0	0	1.93452	8.61925	
0	0	0	0	1.93452	8.72527	
0	0	0	0	1.93452	8.77113	
0	0	0	0	1.93452	8.85	
0	0	0	0	1.93452	8.86724	
0	0	0	0	1.93452	8.91351	
0	0	0	0	1.93452	8.95219	
0	0	0	0	1.93452	8.98399	
0	0	0	0	1.93452	9.00954	
0	0	0	0	1.93452	9.02943	
0	0	0	0	1.93452	9.04804	
0	0	0	0	1.93452	9.05862	
0	0	0	0	1.93452	9.06189	
0	0	0	0	1.93452	9.06156	
0	0	0	0	1.93452	9.06071	
0	0	0	0	1.93452	9.0561	
0	0	0	0	1.93452	9.04864	
0	0	0	0	1.93452	9.03469	
0	0	0	0	1.93452	9.02155	
0	0	0	0	1.93452	9.00635	
0	0	0	0	1.93452	8.9832	
0	0	0	0	1.93452	8.95714	
0	0	0	0	1.93452	8.92102	
0	0	0	0	1.93452	8.90559	
0	0	0	0	1.93452	8.88152	
0	0	0	0	1.93452	8.84784	
0	0	0	0	1.93452	8.81258	
0	0	0	0	1.93452	8.78521	
0	0	0	0	1.93452	8.75714	
0	0	0	0	1.93452	8.71874	
0	0	0	0	1.93452	8.67937	
0	0	0	0	1.93452	8.64929	
0	0	0	0	1.93452	8.62899	
0	0	0	0	1.93452	8.58789	
0	0	0	0	1.93452	8.55666	
0	0	0	0	1.93452	8.53567	
0	0	0	0	1.93452	8.49334	
0	0	0	0	1.93452	8.45058	
0	0	0	0	1.93452	8.42907	
0	0	0	0	1.93452	8.3858	
0	0	0	0	1.93452	8.34225	
0	0	0	0	1.93452	8.3204	
0	0	0	0	1.93452	8.29849	
0	0	0	0	1.93452	8.26554	
0	0	0	0	1.93452	8.23252	
0	0	0	0	1.93452	8.19942	
0	0	0	0	1.93452	8.16627	
0	0	0	0	1.93452	8.13307	
0	0	0	0	1.93452	8.11092	
0	0	0	0	1.93452	8.07767	
0	0	0	0	1.93452	8.03332	
0	0	0	0	1.93452	8.00005	
0	0	0	0	1.93452	7.96679	
0	0	0	0	1.93452	7.91137	
0	0	0	0	1.93452	7.87911	
0	0	0	0	1.93452	7.84509	
0	0	0	0	1.93452	7.80079	
0	0	0	0	1.93452	7.76765	
0	0	0	0	1.93452	7.73456	
0	0	0	0	1.93452	7.69051	
0	0	0	0	1.93452	7.64655	
0	0	0	0	1.93452	7.63558	
0	0	0	0	1.93452	7.59175	
0	0	0	0	1.93452	7.55895	
0	0	0	0	1.93452	7.52621	
0	0	0	0	1.93452	7.49354	
0	0	0	0	1.93452	7.45008	
0	0	0	0	1.93452	7.41756	
0	0	0	0	1.93452	7.38512	
0	0	0	0	1.93452	7.34198	
0	0	0	0	1.93452	7.30972	
0	0	0	0	1.93452	7.28831	
0	0	0	0	1.93452	7.24561	
0	0	0	0	1.93452	7.20306	
0	0	0	0	1.93452	7.18182	
0	0	0	0	1.93452	7.13945	
0	0	0	0	1.93452	7.09721	
0	0	0	0	1.93452	7.06561	
0	0	0	0	1.93452	7.0236	
0	0	0	0	1.93452	6.98171	
0	0	0	0	1.93452	6.95039	
0	0	0	0	1.93452	6.90875	
0	0	0	0	1.93452	6.85689	
0	0	0	0	1.93452	6.82588	
0	0	0	0	1.93452	6.78466	
0	0	0	0	1.93452	6.73334	
0	0	0	0	1.93452	6.69244	
0	0	0	0	1.93452	6.67205	
0	0	0	0	1.93452	6.62124	
0	0	0	0	1.93452	6.58073	
0	0	0	0	1.93452	6.54032	
0	0	0	0	1.93452	6.50002	
0	0	0	0	1.93452	6.44983	
0	0	0	0	1.93452	6.40983	
0	0	0	0	1.93452	6.36998	
0	0	0	0	1.93452	6.33027	
0	0	0	0	1.93452	6.28086	
0	0	0	0	1.93452	6.25133	
0	0	0	0	1.93452	6.19255	
0	0	0	0	1.93452	6.14385	
0	0	0	0	1.93452	6.09539	
0	0	0	0	1.87211	6.05446	
0	0	0	0	1.87211	6.03297	
0	0	0	0	1.87211	6.00583	
0	0	0	0	1.87211	5.94823	
0	0	0	0	1.87211	5.89056	
0	0	0	0	1.87211	5.85242	
0	0	0	0	1.87211	5.82397	
0	0	0	0	1.87211	5.78625	
0	0	0	0	1.87211	5.73009	
0	0	0	0	1.87211	5.71148	
0	0	0	0	1.87211	5.66432	
0	0	0	0	1.87211	5.62852	
0	0	0	0	1.87211	5.60093	
0	0	0	0	1.87211	5.5735	
0	0	0	0	1.87211	5.53709	
0	0	0	0	1.87211	5.51896	
0	0	0	0	1.87211	5.49184	
0	0	0	0	1.87211	5.45585	
0	0	0	0	1.87211	5.42896	
0	0	0	0	1.87211	5.39325	
0	0	0	0	1.87211	5.34885	
0	0	0	0	1.87211	5.3135	
0	0	0	0	1.87211	5.27831	
0	0	0	0	1.87211	5.25202	
0	0	0	0	1.87211	5.21709	
0	0	0	0	1.87211	5.19968	
0	0	0	0	1.87211	5.17364	
0	0	0	0	1.87211	5.14767	
0	0	0	0	1.87211	5.12179	
0	0	0	0	1.87211	5.08734	
0	0	0	0	1.87211	5.0616	
0	0	0	0	1.87211	5.02746	
0	0	0	0	1.87211	5.00196	
0	0	0	0	1.87211	4.95965	
0	0	0	0	1.87211	4.93437	
0	0	0	0	1.87211	4.89241	
0	0	0	0	1.87211	4.85067	
0	0	0	0	1.87211	4.80891	
0	0	0	0	1.87211	4.77553	
0	0	0	0	1.87211	4.73422	
0	0	0	0	1.87211	4.70144	
0	0	0	0	1.87211	4.67699	
0	0	0	0	1.87211	4.63647	
0	0	0	0	1.87211	4.60422	
0	0	0	0	1.87211	4.57211	
0	0	0	0	1.87211	4.54013	
0	0	0	0	1.87211	4.50825	
0	0	0	0	1.87211	4.47649	
0	0	0	0	1.87211	4.43655	
0	0	0	0	1.87211	4.40471	
0	0	0	0	1.87211	4.36517	
0	0	0	0	1.87211	4.33373	
0	0	0	0	1.87211	4.29466	
0	0	0	0	1.87211	4.26355	
0	0	0	0	1.87211	4.23256	
0	0	0	0	1.87211	4.18626	
0	0	0	0	1.87211	4.13236	
0	0	0	0	1.87211	4.08636	
0	0	0	0	1.87211	4.03315	
0	0	0	0	0.95718	3.96531	
0	0	0	0	-0.350144	3.91291	
0	0	0	0	-1.09133	3.87566	
0	0	0	0	-2.00824	3.81635	
0	0	0	0	-2.66089	3.7574	
0	0	0	0	-3.06291	3.70612	
0	0	0	0	-3.42834	3.63333	
0	0	0	0	-3.58551	3.57549	
0	0	0	0	-3.64265	3.53234	
0	0	0	0	-3.64386	3.45377	
0	0	0	0	-3.56914	3.38999	
0	0	0	0	-3.46032	3.33369	
0	0	0	0	-3.28203	3.26382	
0	0	0	0	-3.06857	3.19451	
